"Cancer_Type","Dataset","Regulation","Input_Class","Selection_Criterion","Input_Gene_Count","Correction_Method","Domain_Scope","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,6.10439158568678e-05,1467,249,43,0.172690763052209,0.0293115201090661,"GO:0009719","GO:BP","response to endogenous stimulus",20972,3457,"GO:0050896"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,7.29536587780949e-05,544,249,24,0.0963855421686747,0.0441176470588235,"GO:0030335","GO:BP","positive regulation of cell migration",20972,6340,"GO:0016477; GO:0030334; GO:2000147"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,7.80412624518689e-05,632,249,26,0.104417670682731,0.0411392405063291,"GO:0048514","GO:BP","blood vessel morphogenesis",20972,11950,"GO:0001568; GO:0035239"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000102026804801081,1549,249,44,0.176706827309237,0.0284054228534538,"GO:0045595","GO:BP","regulation of cell differentiation",20972,10677,"GO:0030154; GO:0050793; GO:0050794"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000119861106304637,435,249,21,0.0843373493975904,0.0482758620689655,"GO:0050673","GO:BP","epithelial cell proliferation",20972,12348,"GO:0008283"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000123900703871546,1449,249,42,0.168674698795181,0.0289855072463768,"GO:0010648","GO:BP","negative regulation of cell communication",20972,4107,"GO:0007154; GO:0010646; GO:0048523"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000123900703871546,1449,249,42,0.168674698795181,0.0289855072463768,"GO:0023057","GO:BP","negative regulation of signaling",20972,6207,"GO:0023051; GO:0023052; GO:0048519"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000123990719408802,1234,249,38,0.152610441767068,0.0307941653160454,"GO:0060429","GO:BP","epithelium development",20972,13632,"GO:0009888"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000125123654468837,1961,249,51,0.204819277108434,0.0260071392146864,"GO:0008283","GO:BP","cell population proliferation",20972,3010,"GO:0009987"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000125277205558251,1341,249,40,0.160642570281124,0.0298284862043251,"GO:0009968","GO:BP","negative regulation of signal transduction",20972,3645,"GO:0007165; GO:0009966; GO:0010648; GO:0023057; GO:0048585"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000129287007717895,1236,249,38,0.152610441767068,0.0307443365695793,"GO:0040011","GO:BP","locomotion",20972,9265,"GO:0008150"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000179309706266479,1866,249,49,0.196787148594378,0.0262593783494105,"GO:0141124","GO:BP","intracellular signaling cassette",20972,18783,"GO:0035556"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000180100993687055,571,249,24,0.0963855421686747,0.042031523642732,"GO:2000147","GO:BP","positive regulation of cell motility",20972,23636,"GO:0040017; GO:0048522; GO:0048870; GO:2000145"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000240239114091812,3863,249,80,0.321285140562249,0.0207092932953663,"GO:0042221","GO:BP","response to chemical",20972,9400,"GO:0050896"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000267681954656866,171,249,13,0.0522088353413655,0.0760233918128655,"GO:0001837","GO:BP","epithelial to mesenchymal transition",20972,481,"GO:0048762"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000290318890045092,586,249,24,0.0963855421686747,0.0409556313993174,"GO:0040017","GO:BP","positive regulation of locomotion",20972,9271,"GO:0040011; GO:0040012; GO:0048518"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0003251750206696,546,249,23,0.0923694779116466,0.0421245421245421,"GO:0001525","GO:BP","angiogenesis",20972,318,"GO:0048514; GO:0048646"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000351087864071711,1126,249,35,0.140562248995984,0.0310834813499112,"GO:0009790","GO:BP","embryo development",20972,3517,"GO:0007275"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000505445793147252,1091,249,34,0.136546184738956,0.0311640696608616,"GO:0051241","GO:BP","negative regulation of multicellular organismal process",20972,12693,"GO:0032501; GO:0048519; GO:0051239"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000641570427909879,12397,249,185,0.742971887550201,0.0149229652335242,"GO:0050789","GO:BP","regulation of biological process",20972,12397,"GO:0008150; GO:0065007"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000715774730109391,252,249,15,0.0602409638554217,0.0595238095238095,"GO:0048762","GO:BP","mesenchymal cell differentiation",20972,12163,"GO:0030154; GO:0060485"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00112083878642852,822,249,28,0.112449799196787,0.0340632603406326,"GO:0022603","GO:BP","regulation of anatomical structure morphogenesis",20972,6176,"GO:0009653; GO:0050793"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.001534976221833,11962,249,179,0.718875502008032,0.0149640528339743,"GO:0050794","GO:BP","regulation of cellular process",20972,12401,"GO:0009987; GO:0050789"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00170071998193362,12804,249,188,0.755020080321285,0.0146829115901281,"GO:0065007","GO:BP","biological regulation",20972,14784,"GO:0008150"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00171685064923921,941,249,30,0.120481927710843,0.0318809776833156,"GO:1901698","GO:BP","response to nitrogen compound",20972,20235,"GO:0042221"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00192351613688471,171,249,12,0.0481927710843374,0.0701754385964912,"GO:0071772","GO:BP","response to BMP",20972,15759,"GO:0070848"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00192351613688471,171,249,12,0.0481927710843374,0.0701754385964912,"GO:0071773","GO:BP","cellular response to BMP stimulus",20972,15760,"GO:0071363; GO:0071772"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00235878400145135,612,249,23,0.0923694779116466,0.0375816993464052,"GO:0048729","GO:BP","tissue morphogenesis",20972,12136,"GO:0009653; GO:0009888"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00278657439728586,1512,249,40,0.160642570281124,0.0264550264550265,"GO:0007155","GO:BP","cell adhesion",20972,2585,"GO:0009987"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00278763561890248,665,249,24,0.0963855421686747,0.0360902255639098,"GO:0045596","GO:BP","negative regulation of cell differentiation",20972,10678,"GO:0030154; GO:0045595; GO:0048523; GO:0051093"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00318853717400572,623,249,23,0.0923694779116466,0.0369181380417336,"GO:0048598","GO:BP","embryonic morphogenesis",20972,12016,"GO:0009653; GO:0009790"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00331989472923629,1639,249,42,0.168674698795181,0.0256253813300793,"GO:0042127","GO:BP","regulation of cell population proliferation",20972,9340,"GO:0008283; GO:0050794"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00469827858964286,734,249,25,0.100401606425703,0.0340599455040872,"GO:0070848","GO:BP","response to growth factor",20972,15214,"GO:0009719"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00472680952602841,5753,249,102,0.409638554216867,0.017729880062576,"GO:0048519","GO:BP","negative regulation of biological process",20972,11953,"GO:0008150; GO:0050789"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00485815934628857,457,249,19,0.0763052208835341,0.0415754923413567,"GO:0048568","GO:BP","embryonic organ development",20972,11991,"GO:0009790; GO:0048513"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00550478321279479,6150,249,107,0.429718875502008,0.0173983739837398,"GO:0048518","GO:BP","positive regulation of biological process",20972,11952,"GO:0008150; GO:0050789"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00780088987668338,706,249,24,0.0963855421686747,0.0339943342776204,"GO:0071363","GO:BP","cellular response to growth factor stimulus",20972,15479,"GO:0070848; GO:0071495"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00845075836545818,232,249,13,0.0522088353413655,0.0560344827586207,"GO:0048705","GO:BP","skeletal system morphogenesis",20972,12112,"GO:0001501; GO:0009887"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00866916617008006,1945,249,46,0.184738955823293,0.0236503856041131,"GO:1902531","GO:BP","regulation of intracellular signal transduction",20972,20814,"GO:0009966; GO:0035556"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0101730095390171,107,249,9,0.036144578313253,0.0841121495327103,"GO:0022612","GO:BP","gland morphogenesis",20972,6184,"GO:0009887; GO:0048732"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0101810621615461,236,249,13,0.0522088353413655,0.0550847457627119,"GO:0001649","GO:BP","osteoblast differentiation",20972,354,"GO:0001503; GO:0030154"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0119634908157387,170,249,11,0.0441767068273092,0.0647058823529412,"GO:0030178","GO:BP","negative regulation of Wnt signaling pathway",20972,6263,"GO:0009968; GO:0016055; GO:0030111"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0133107220314568,319,249,15,0.0602409638554217,0.0470219435736677,"GO:0060485","GO:BP","mesenchyme development",20972,13684,"GO:0009888; GO:0048513"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0141732136091072,5510,249,97,0.389558232931727,0.0176043557168784,"GO:0048523","GO:BP","negative regulation of cellular process",20972,11957,"GO:0009987; GO:0048519; GO:0050794"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0163209543937126,1108,249,31,0.124497991967871,0.0279783393501805,"GO:1902533","GO:BP","positive regulation of intracellular signal transduction",20972,20816,"GO:0009967; GO:0035556; GO:1902531"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0163286782901811,2963,249,61,0.244979919678715,0.0205872426594668,"GO:0035556","GO:BP","intracellular signal transduction",20972,8505,"GO:0007165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0181255832972823,501,249,19,0.0763052208835341,0.0379241516966068,"GO:0002009","GO:BP","morphogenesis of an epithelium",20972,596,"GO:0048729; GO:0060429"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0187381595979636,213,249,12,0.0481927710843374,0.0563380281690141,"GO:0051216","GO:BP","cartilage development",20972,12677,"GO:0001501; GO:0048513; GO:0061448"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0192003892743144,745,249,24,0.0963855421686747,0.0322147651006711,"GO:0030855","GO:BP","epithelial cell differentiation",20972,6491,"GO:0030154; GO:0060429"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0204557926545426,2199,249,49,0.196787148594378,0.0222828558435653,"GO:0070887","GO:BP","cellular response to chemical stimulus",20972,15231,"GO:0042221; GO:0051716"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0250506324951502,1778,249,42,0.168674698795181,0.0236220472440945,"GO:0010647","GO:BP","positive regulation of cell communication",20972,4106,"GO:0007154; GO:0010646; GO:0048522"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.025214802355038,66,249,7,0.0281124497991968,0.106060606060606,"GO:1905330","GO:BP","regulation of morphogenesis of an epithelium",20972,22773,"GO:0002009; GO:0022603"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.025918063357528,468,249,18,0.072289156626506,0.0384615384615385,"GO:0007389","GO:BP","pattern specification process",20972,2753,"GO:0007275; GO:0032501"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0261190293513551,916,249,27,0.108433734939759,0.0294759825327511,"GO:0051093","GO:BP","negative regulation of developmental process",20972,12611,"GO:0032502; GO:0048519; GO:0050793"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0295831152658153,1914,249,44,0.176706827309237,0.0229885057471264,"GO:0032879","GO:BP","regulation of localization",20972,7364,"GO:0050789; GO:0051179"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0304101480840018,818,249,25,0.100401606425703,0.0305623471882641,"GO:0051050","GO:BP","positive regulation of transport",20972,12589,"GO:0006810; GO:0048518; GO:0051049"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0312473416572437,5,249,3,0.0120481927710843,0.6,"GO:0070487","GO:BP","monocyte aggregation",20972,15034,"GO:0070486"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0353625864170483,305,249,14,0.0562248995983936,0.0459016393442623,"GO:0048562","GO:BP","embryonic organ morphogenesis",20972,11986,"GO:0009887; GO:0048568; GO:0048598"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0382094736280454,1566,249,38,0.152610441767068,0.0242656449553001,"GO:0051049","GO:BP","regulation of transport",20972,12588,"GO:0006810; GO:0032879"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0391360479263478,676,249,22,0.0883534136546185,0.0325443786982249,"GO:1901699","GO:BP","cellular response to nitrogen compound",20972,20236,"GO:0070887; GO:1901698"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0406728473260716,1392,249,35,0.140562248995984,0.0251436781609195,"GO:2000026","GO:BP","regulation of multicellular organismal development",20972,23538,"GO:0007275; GO:0050793; GO:0051239"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0413365077417542,1632,249,39,0.156626506024096,0.0238970588235294,"GO:1901700","GO:BP","response to oxygen-containing compound",20972,20237,"GO:0042221"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0428463136068354,270,249,13,0.0522088353413655,0.0481481481481481,"GO:0007188","GO:BP","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",20972,2611,"GO:0007186"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0458161434935678,99,249,8,0.0321285140562249,0.0808080808080808,"GO:0009798","GO:BP","axis specification",20972,3522,"GO:0007389"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0473686565179722,5739,249,98,0.393574297188755,0.0170761456699773,"GO:0048522","GO:BP","positive regulation of cellular process",20972,11956,"GO:0009987; GO:0048518; GO:0050794"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0493199304232417,130,249,9,0.036144578313253,0.0692307692307692,"GO:0042476","GO:BP","odontogenesis",20972,9555,"GO:0009887"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,2.22841826003191e-07,6263,266,122,0.458646616541353,0.0194794826760338,"GO:0071944","GO:CC","cell periphery",22155,2724,"GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,1.58136719081301e-05,4249,266,88,0.330827067669173,0.0207107554718757,"GO:0005576","GO:CC","extracellular region",22155,194,"GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,5.82925361498248e-05,339,266,18,0.0676691729323308,0.0530973451327434,"GO:0031012","GO:CC","extracellular matrix",22155,1000,"GO:0030312"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,6.08964175805497e-05,340,266,18,0.0676691729323308,0.0529411764705882,"GO:0030312","GO:CC","external encapsulating structure",22155,902,"GO:0071944; GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000318147470229476,5906,266,107,0.402255639097744,0.0181171689806976,"GO:0005886","GO:CC","plasma membrane",22155,409,"GO:0016020; GO:0071944"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000728694110260023,3252,266,68,0.255639097744361,0.020910209102091,"GO:0005615","GO:CC","extracellular space",22155,227,"GO:0005576; GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000933361463444528,1303,266,36,0.135338345864662,0.0276285495011512,"GO:0098590","GO:CC","plasma membrane region",22155,3147,"GO:0005886; GO:0016020"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00164610412591158,904,266,28,0.105263157894737,0.0309734513274336,"GO:0009986","GO:CC","cell surface",22155,641,"GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00185883209234857,22,266,5,0.018796992481203,0.227272727272727,"GO:0031258","GO:CC","lamellipodium membrane",22155,1052,"GO:0030027; GO:0031253; GO:0031256"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0151587527525445,9975,266,152,0.571428571428571,0.0152380952380952,"GO:0016020","GO:CC","membrane",22155,699,"GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.016450892685537,416,266,16,0.0601503759398496,0.0384615384615385,"GO:0016324","GO:CC","apical plasma membrane",22155,711,"GO:0045177; GO:0098590"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0170624556162023,510,266,18,0.0676691729323308,0.0352941176470588,"GO:0045177","GO:CC","apical part of cell",22155,2098,"GO:0110165"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0498667560278935,2,266,2,0.0075187969924812,1,"GO:1990184","GO:CC","amino acid transport complex",22155,3818,"GO:0098797"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,1.9587928995242e-05,15082,261,230,0.881226053639847,0.0152499668478982,"GO:0005515","GO:MF","protein binding",20208,1455,"GO:0005488"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.000141513934461279,169,261,13,0.0498084291187739,0.0769230769230769,"GO:0005201","GO:MF","extracellular matrix structural constituent",20208,1315,"GO:0005198"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.00932833632736169,5,261,3,0.0114942528735632,0.6,"GO:0008160","GO:MF","protein tyrosine phosphatase activator activity",20208,1547,"GO:0072542"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.019933075340475,31,261,5,0.0191570881226054,0.161290322580645,"GO:0017147","GO:MF","Wnt-protein binding",20208,3068,"GO:0005515"
"Prostate cancer","GSE279730","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",355,"g_SCS","annotated","query_1",TRUE,0.0359870036579008,243,261,12,0.0459770114942529,0.0493827160493827,"GO:0005539","GO:MF","glycosaminoglycan binding",20208,1470,"GO:0097367"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.07462531059847e-22,765,331,60,0.181268882175227,0.0784313725490196,"GO:0098916","GO:BP","anterograde trans-synaptic signaling",20972,17709,"GO:0099537"
"Prostate cancer","GSE279730","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",505,"g_SCS","annotated","query_1",TRUE,7.07462531059847e-22,765,331,60,0.181268882175227,0.0784313725490196,"GO:0007268","GO:BP","chemical synaptic transmission",20972,2660,"GO:0098916"
