Gene_Symbol,log2FC,P_Value,Adjusted_P_Value,Regulation
BCL11B,-1.42017829381754,4.74438673249349e-05,0.0002901749386871,Downregulated
RUFY1,-2.5472968971231,4.7573080941499e-05,0.000290614459796,Downregulated
CNRIP1,-2.56433905453595,4.88933949451889e-05,0.0002979615821238,Downregulated
C12orf56,1.58494558016528,4.95266267178196e-05,0.0003012729804981,Upregulated
HAS2,1.80651160004739,5.36105222803673e-05,0.0003234022845537,Upregulated
CPNE9,-4.22636972117372,5.51586940450215e-05,0.000331754174955,Downregulated
IRAIN,-1.19180235998725,5.7605394321824e-05,0.0003449346344192,Downregulated
AVPR1A,-1.20278041197244,5.77943028879372e-05,0.0003458614482537,Downregulated
LRP4,1.76954314649466,6.34026480023986e-05,0.0003763128176751,Upregulated
STIM1-AS1,-1.37014715699907,6.37084190709632e-05,0.0003779063348403,Downregulated
CXCR4,1.71521835711834,6.53713851024658e-05,0.000386864994056,Upregulated
EDARADD,1.07937074099067,7.22967916010134e-05,0.0004236437319921,Upregulated
STBD1,-1.06536197030663,7.25942156885956e-05,0.0004252636294196,Downregulated
LOC105371793,1.56093638110524,7.32020063833143e-05,0.0004284526327991,Upregulated
LOC112268289,-1.07767458919232,7.59657524245088e-05,0.0004437319411793,Downregulated
ALDH1A1,-1.48879966068801,7.83673548791928e-05,0.0004561826295365,Downregulated
LOC124900795,1.72292753080555,8.6192723003854e-05,0.0004954737103134,Upregulated
CA13,1.33200784233023,8.7598718711626e-05,0.0005027005746222,Upregulated
APOBEC3B-AS1,4.12753509623001,8.90483311161409e-05,0.000510152804803,Upregulated
CARD11,1.05181499905057,0.0001026988642285,0.0005785445467058,Upregulated
RPL21P28,1.81938255063682,0.0001031109378388,0.0005803820047363,Upregulated
ZNF812P,1.19135288037248,0.0001035455524117,0.0005823431747597,Upregulated
SHISAL1,1.52222373982149,0.0001055042556083,0.0005920424990563,Upregulated
POLN,-1.39766907841481,0.0001082330918232,0.0006055138112518,Downregulated
LOC107985206,-2.32977036324736,0.0001109136410188,0.0006189726293532,Downregulated
SYT1,-1.5177474303509,0.0001123553803162,0.0006260758650282,Downregulated
PTGS1,2.14867281703961,0.00011237179915,0.0006260758650282,Upregulated
H2AC14,-3.08633488237032,0.0001198847000555,0.0006639188484768,Downregulated
LOC107985923,1.1575366690628,0.0001286295183417,0.0007079056287213,Upregulated
LOC107984498,-1.30216244092175,0.0001301217359168,0.0007145590531832,Downregulated
IKZF3,1.38590421012999,0.0001355274028674,0.0007408319656742,Upregulated
MIR3976HG,3.28372081720375,0.0001366260211941,0.0007458316249888,Upregulated
TRPV4,1.0949131256349,0.000146916629072,0.0007951543804167,Upregulated
CYP4F35P,-1.93939970612742,0.0001470709267379,0.000795776992539,Downregulated
KRT15,1.36495383639278,0.0001746371873341,0.0009285732292959,Upregulated
NAALADL1,4.39086496880103,0.0001755819071401,0.0009333516065628,Upregulated
SERPINB9,3.28165567996774,0.0001796984959563,0.0009532344450505,Upregulated
MAP3K5-AS1,3.89884466033042,0.0001801775168932,0.0009552754616556,Upregulated
SLC25A47,-1.22795957956909,0.0001986647580918,0.0010456338565992,Downregulated
LOC107986126,1.25826469782427,0.0001995118189914,0.0010492747947946,Upregulated
LINC00941,2.13523039699068,0.0002072334434469,0.0010848178370937,Upregulated
GDAP1L1,-1.98816305934993,0.0002078772868604,0.0010877587788217,Downregulated
TRIM53AP,-4.45671432533547,0.0002094912044563,0.0010949104763071,Downregulated
GPC3,1.05231604073139,0.000209539579535,0.0010949104763071,Upregulated
DMKN,1.26552611248313,0.0002164721630039,0.0011273572127251,Upregulated
LOC121725015,2.07951444515487,0.000217205299448,0.0011305943026482,Upregulated
STAT6,1.07438889409381,0.0002247147431733,0.0011669851727849,Upregulated
GPR149,2.30779035186842,0.0002249225729364,0.0011677652742952,Upregulated
LOC124901395,1.01141009166207,0.0002299320300074,0.0011908490696529,Upregulated
PCDH18,1.29617922980251,0.000230333992566,0.0011925005607462,Upregulated
TMEM132D-AS1,1.88490319908275,0.0002307967601338,0.0011942863240116,Upregulated
CRYBA2,-1.12164976015464,0.0002423507297644,0.0012486545352301,Downregulated
EPHB1,-1.81225003860212,0.0002554906746734,0.0013087036858622,Downregulated
ZC3H11B,3.4706089651082,0.0002733889932947,0.001390893952081,Upregulated
FOXO6_1,-1.35123857622229,0.0002813643526485,0.0014282429411053,Downregulated
MAJIN,-1.12153868636996,0.0002899265605799,0.0014668117448174,Downregulated
COL2A1,2.65301498865566,0.0002908495787946,0.0014704212454079,Upregulated
DNER,-2.636237381025,0.0002967977857224,0.0014968385963693,Downregulated
FOSL1,1.53974334402241,0.0003085190100225,0.0015482475400215,Upregulated
POU3F3,-1.23205156608204,0.0003116017943806,0.0015610125482703,Downregulated
ADGRF1,2.70354918711329,0.0003262570788779,0.0016259908364339,Upregulated
PPARGC1A,-3.40869358928189,0.0003361508279133,0.001668734051182,Downregulated
HDAC9,1.29650788506743,0.000343085725167,0.0016973406305617,Upregulated
LINC01322,-1.13463139572594,0.0003487991907126,0.0017235033633729,Downregulated
LOC107985236,-1.61935008209074,0.0003667873586204,0.001805345549266,Downregulated
DCLK1,-2.21944655404345,0.000432123893964,0.0020868999777833,Downregulated
TPM2,1.69909030638011,0.0004367040271481,0.0021060085477673,Upregulated
SERPINB5,1.00131007579214,0.0004423200221837,0.0021315702638235,Upregulated
LOC124904607,-3.88907795709474,0.0004436472921863,0.0021374582755705,Downregulated
PRAMEF12,-3.34637260166149,0.0004603864972333,0.0022086565473189,Downregulated
EOMES,-1.83182187545972,0.0004835893040472,0.0023046958861353,Downregulated
LOC105374284,-2.66584764718253,0.0004917882612838,0.0023393701638023,Downregulated
LOC100129603,3.67932931765718,0.000499190528905,0.002367913136058,Upregulated
LRRC3B,-1.41173333247596,0.0005205381168783,0.0024593909303045,Downregulated
TMEM86B,-1.03427386234279,0.000582730228157,0.0027208843571791,Downregulated
SMIM1,-1.43036095534484,0.0006019076382611,0.0028001069359456,Downregulated
TRIM49,-3.09558083903222,0.0006063764960802,0.002817017006429,Downregulated
FOXF2-DT,-1.40101758298147,0.0006228548635383,0.0028810235575212,Downregulated
HRNR,-1.0119073129589,0.000636688264807,0.0029376358842191,Downregulated
GRIA2,-1.15425973622221,0.0006559381253567,0.0030154705971548,Downregulated
IGF1,1.19996384505834,0.0007068391822661,0.0032253316941359,Upregulated
FREM3,-1.49732309795866,0.0007450520755466,0.0033800894808342,Downregulated
CACNA1B-AS2,-3.52994507645354,0.0007523567056238,0.003410762260409,Downregulated
NALCN,-1.4988483816,0.0007564112182006,0.0034268437598811,Downregulated
PCBP3,-1.43036250101845,0.00076014288044,0.0034399053457556,Downregulated
KCNK3,-1.70525640634139,0.000766072762689,0.0034621023025516,Downregulated
SNORA50C,-1.21673494570279,0.0007669146829878,0.0034651345763444,Downregulated
HS3ST1,-3.42811377803067,0.0008417666434276,0.0037663947230983,Downregulated
SNTG1,-2.95169533555235,0.0008580901287131,0.0038284457008335,Downregulated
ABLIM2,-1.44756805995272,0.0008644329665818,0.0038541996919592,Downregulated
NT5C1A,1.28256390041254,0.0009036227412379,0.0039964061405525,Upregulated
ANO5,-1.04786007650135,0.0009241050604885,0.004074545458134,Downregulated
LOC124904916,-1.97468322329502,0.0009493023136483,0.0041783732020279,Downregulated
ISL1-DT,-1.13552318220999,0.0009543897204302,0.0041962093803472,Downregulated
LOC124906233,1.13890302198194,0.0009597788126542,0.0042171594957053,Upregulated
LOC107983998,-1.76720502009641,0.000964505518483,0.0042370096129458,Downregulated
LOC124900844,-1.82126731884113,0.0010163269742632,0.0044281881860151,Downregulated
NLRP1,2.0132305425319,0.001044757562087,0.0045335454990243,Upregulated
LOC124903997,2.55948497205114,0.0010621749971775,0.0045982966718907,Upregulated
PLEKHG4B,-3.27897079187091,0.0010656707044443,0.0046094919992281,Downregulated
SLC7A10,1.44493375226879,0.0010754228258795,0.0046431607239577,Upregulated
ACSF2,1.40004350591888,0.0010922500464202,0.0047073817118631,Upregulated
PPP2R2B,-1.31757653110256,0.0010938403848086,0.0047112305056707,Downregulated
FLRT1,-1.0531347858176,0.0011197177937244,0.0048104196610854,Downregulated
RUNX2,2.51502813342261,0.0011519246121811,0.0049372721430111,Upregulated
RASAL1,1.03646506046985,0.0011807941378579,0.0050407574516098,Upregulated
DNAH11,1.5481574113115,0.0011858454746381,0.0050569959868377,Upregulated
TAL1,3.8521024530376,0.0012642161270808,0.0053473281886063,Upregulated
TLR3,1.55508419136465,0.0012666900582883,0.0053556686429281,Upregulated
LOC124903554,-3.58493629723153,0.00126946693512,0.0053661783749631,Downregulated
LOC105372861,3.19088136024676,0.0012798770324023,0.0054068002438021,Upregulated
DISP3,-1.51580584448702,0.001296258022332,0.005468023695036,Downregulated
FOXD4L4,-1.20178992608372,0.0013055782703324,0.0054993279221462,Downregulated
NPPB,-3.49465125419296,0.0013426604129281,0.0056379498466212,Downregulated
XDH,-3.79683363881674,0.0013686262089846,0.005735101225948,Downregulated
ARNT2-AS3,-1.22284016370227,0.0013716933092117,0.0057443908438868,Downregulated
PCP2,1.2644849400183,0.0013782586260685,0.0057647387725514,Upregulated
LOC101929457,-3.514428311572,0.0013802426967736,0.005771846342254,Downregulated
ATP8A2,-2.21071269400008,0.0013824639054078,0.0057775589481877,Downregulated
LOC643406,-1.00502451451023,0.0014056795382781,0.0058634473434331,Downregulated
LINC00937,-2.35134720395797,0.0014286464169696,0.0059484868992517,Downregulated
LOC124902011,-2.85943725001854,0.0014587632030142,0.0060577077160205,Downregulated
CCDC110,-1.00279420364239,0.0014974966444634,0.0061982355496487,Downregulated
INPP1,1.16439528085034,0.0015060356803106,0.0062310343343982,Upregulated
ISL2,-1.5737696191123,0.0015182548910033,0.0062764651000911,Downregulated
SLC35D3,1.87654074160764,0.0015451074658219,0.0063731752594109,Upregulated
DYNLT4,-1.04882620229556,0.0015636212352974,0.0064364416771411,Downregulated
LOC112268276,-1.95447042499335,0.0016436131663842,0.0067319543919391,Downregulated
DOCK8-AS1,1.08770111131893,0.0017137223677363,0.0069819977229443,Upregulated
LOC102723546,3.98939636823189,0.0017352812853115,0.0070556502250709,Upregulated
LOC102723335,-1.81127685360838,0.0017674380752401,0.0071705769309531,Downregulated
COL6A3,1.61643678355418,0.0017947951853063,0.0072702869116361,Upregulated
FLNC-AS1,-1.20069078981307,0.0018396862771187,0.0074413492618079,Downregulated
FAM131B,2.08899790937319,0.0018791809032204,0.0075784157834011,Upregulated
CDH13-AS2,3.77199223621661,0.0019084310257176,0.0076795688823248,Upregulated
LOC105376032,-1.31795240922275,0.0019455446219032,0.0078149512368918,Downregulated
LINC02296,-3.62304526752491,0.002012984919241,0.0080475722540626,Downregulated
LOC105378948,-1.20816209850913,0.0020197941598491,0.008071610375785,Downregulated
LINC02084,-1.55377143527709,0.0020209200721598,0.0080745178282292,Downregulated
LOC124901969,1.09327697916508,0.0020335240340242,0.0081168764564076,Upregulated
LOC105369325,1.75637235315364,0.0020381582979195,0.0081321713662465,Upregulated
LOC107985788,-2.56642845069548,0.0020496646099542,0.0081636179955123,Downregulated
CYP2D7_5,1.8505661612556,0.002102424418251,0.0083458755451488,Upregulated
HSPA12B,1.19676616784075,0.0021744954851748,0.0086066879494256,Upregulated
GFRA1,-1.09573575269245,0.0021795514388932,0.0086245199442204,Downregulated
CD33,3.41045259085942,0.0021799421132347,0.0086245199442204,Upregulated
LOC107984906,-2.37211124068147,0.0022136157543458,0.0087342374391347,Downregulated
ZFYVE28,-1.20325720935214,0.00227911556233,0.0089752075641863,Downregulated
ACP5,-1.61841046481962,0.0023045164568406,0.0090681894901385,Downregulated
NRG3,-1.65082181494817,0.0023707219666675,0.0092944223486237,Downregulated
PCDH8,-2.18446739976853,0.0023835510643176,0.0093302812905858,Downregulated
RUNX1T1,2.90885148834125,0.0024143513959718,0.0094362685007623,Upregulated
LOC124907869,1.57864135669394,0.0024183108181327,0.0094480998405422,Upregulated
ANKRD30B,-1.0723439741034,0.0024473813609974,0.0095414450482897,Downregulated
CEL,-1.25298985778399,0.0025170009422652,0.0097696461315153,Downregulated
GALNT6,2.30837768031031,0.0025615719743331,0.009912276125956,Upregulated
LOC124903922,-1.03446210096038,0.0025832974172296,0.0099887171594481,Downregulated
OPRD1,2.11552230018345,0.0026189713369925,0.0101092991867268,Upregulated
CXCL13,2.58171570922143,0.0026333999784675,0.0101630586754681,Upregulated
NRSN1,-2.78628393381094,0.0027053072543481,0.0103970179632883,Downregulated
TENM2,3.23733640318641,0.002719294643493,0.0104408757584696,Upregulated
OPRM1,-3.17959950617971,0.0027212918278701,0.0104445870212272,Downregulated
CDH13,3.31694896449281,0.002736474484486,0.0104949103738974,Upregulated
FAM225A,1.03185943439035,0.0027436360015018,0.0105144182481453,Upregulated
GRM1,-1.91525273105864,0.0027447290636307,0.0105166187884183,Downregulated
SLC25A48,1.52028246444646,0.0027475526752359,0.0105234590276563,Upregulated
STK32B,-2.35301839504477,0.0027937586981499,0.0106762245574663,Downregulated
LOC124903623,1.96061640318555,0.0028388061909072,0.0108238831233068,Upregulated
HTR3A,3.1909024728147,0.0028703296997242,0.0109317385726626,Upregulated
LOC105374117,2.52473378504473,0.0028798364492076,0.0109638251294122,Upregulated
CLXN,-2.71541707248925,0.0029099860530976,0.0110499786604464,Downregulated
PLAAT1,-3.69222855759895,0.0029359326684837,0.0111334741361079,Downregulated
IMPG1,3.30300708551932,0.0030283553752768,0.0114347494600385,Upregulated
LOC441052,1.03442184601358,0.0030991887284906,0.0116782778095885,Upregulated
DMGDH,-1.37000837646835,0.0031018091160476,0.0116859793630428,Downregulated
KLHL31,1.06457987668048,0.0031669945644916,0.0119150246927171,Upregulated
EFS,3.66698747577138,0.0032254269105811,0.0120989647886615,Upregulated
NR5A2,-1.23442307941071,0.0032281989458853,0.0121058953624701,Downregulated
FMN2,-1.44629906799393,0.0034548796077618,0.0128560592564211,Downregulated
TAF11L14,-3.04235830065679,0.003537769132837,0.0131307530769958,Downregulated
SLC15A2,1.70780907509759,0.0035398329700891,0.013136007775675,Upregulated
LUM,-1.34133256571586,0.0035981029944528,0.0133181062079191,Downregulated
C3,1.00297449818909,0.0036142335628125,0.0133621209437664,Upregulated
CDCA7L,3.38939495138032,0.0036362843910487,0.0134300015164297,Upregulated
RPL7A,2.710058578385,0.003699097719439,0.013629705812636,Upregulated
LINC03131,3.67387301446381,0.0037591946655826,0.0138184832565643,Upregulated
GCG,1.28277338294221,0.0037637009335861,0.0138325392969824,Upregulated
RPSAP9,1.36982645317762,0.0037679120750291,0.013842996166171,Upregulated
LOC124903173,-3.10137163309451,0.0037787376634616,0.0138777375793993,Downregulated
NFATC2,1.9936211348279,0.0039261751500065,0.014354192661523,Upregulated
LOC101929298,1.12532908197135,0.003960440382349,0.0144690277775473,Upregulated
NKX2-1,1.04520652950323,0.004041062068303,0.0147343563702885,Upregulated
HDAC4-AS1,-1.04235567564338,0.0040420251094827,0.014735217076278,Downregulated
MIR4435-2HG,2.73180039710765,0.0040758788559288,0.0148426138215635,Upregulated
H2AX,-1.01293808696342,0.0040867273333467,0.0148687625775634,Downregulated
MIR34AHG,-1.08595548742164,0.0041497564102065,0.015071673618868,Downregulated
PTGDS,-1.1196458586648,0.0041807607820271,0.015167324197406,Downregulated
PALMD,1.5249854889935,0.0041817554399953,0.0151682177904913,Upregulated
GRM2,-1.15649485465316,0.0041981740943563,0.0152196012732087,Downregulated
SOX9-AS1,1.8374625301563,0.0042224354620817,0.0152829543537382,Upregulated
LOC107985687,-2.65046219722308,0.0043063234356471,0.0155477145915803,Downregulated
TRIM49C,-2.68980497077147,0.0043185569719789,0.0155752368799007,Downregulated
SNORA26,1.44739484948422,0.0043507081897681,0.0156744586381819,Upregulated
LOC107986642,-1.21135997349164,0.0043835365333968,0.0157759058940731,Downregulated
RCSD1,3.27275634866916,0.0043879989502389,0.0157891622088397,Upregulated
LOC105373218,-2.41397462522601,0.0044662128986049,0.0160392752023075,Downregulated
LOC105373220,-3.40409042739598,0.0045017510083688,0.0161611744932038,Downregulated
PLEKHF1,1.4971680506021,0.0045635446059706,0.0163656202438817,Upregulated
LINC01541,3.30308067275963,0.0046416234200264,0.0165986353388347,Upregulated
ANKRD34C-AS1,-2.45006402536504,0.0048566798400181,0.0172580721734447,Downregulated
