Gene_Symbol,log2FC,P_Value,Adjusted_P_Value,Regulation
DIRAS2,-2.08709619895583,2.7042129776955302e-24,1.74559531353219e-22,Downregulated
CNN3,6.23238863363818,3.01840805412703e-24,1.93607952054116e-22,Upregulated
PNCK,-1.0098353615371,4.33957407818322e-24,2.76600084876402e-22,Downregulated
TUBB2B,1.40520672932596,6.5389303472171705e-24,4.15478304726473e-22,Upregulated
LRP1,1.16357573082788,1.31877976408499e-23,8.27564923784479e-22,Upregulated
FST,1.05453964771484,1.3238959962672302e-23,8.28211356430264e-22,Upregulated
DEPDC1-AS2,1.08665284039879,1.47879958813971e-23,9.194413758283359e-22,Upregulated
SYP-AS1,-2.42338155817395,3.04265368097935e-23,1.84094171521703e-21,Downregulated
NALF1,-1.96058442390073,3.12705691309623e-23,1.8863784693912902e-21,Downregulated
SEMA6D,2.07713963764553,3.1648620870007603e-23,1.90351898045752e-21,Upregulated
RETREG1,-1.55055650446635,4.23814787937421e-23,2.51915012806557e-21,Downregulated
FIBCD1,1.21480312340427,8.01662493922966e-23,4.68267927646242e-21,Upregulated
GNAO1,-3.59681924569354,2.07843241027559e-22,1.1866970851796e-20,Downregulated
GABRD,-2.51012860943347,2.3537251782683e-22,1.33634889743194e-20,Downregulated
KRT87P,-2.90405837331302,3.2465570292081003e-22,1.82283834972352e-20,Downregulated
PRICKLE2,1.45882998637313,3.26535929781578e-22,1.82833059689028e-20,Upregulated
CSPG4,1.77479027702111,3.4778718889353497e-22,1.93131466621454e-20,Upregulated
SLC6A19,-3.57501872653565,9.52962259472938e-22,5.19236345087553e-20,Downregulated
MPZL2,1.06291277753082,1.07833476801543e-21,5.84405545799592e-20,Upregulated
RAB3C,-3.01439284018407,1.85997477549583e-21,9.869065111132191e-20,Downregulated
S100P,1.71118863882659,4.34806940954325e-21,2.2368278898992903e-19,Upregulated
SLC22A15,1.74965792391976,1.17833545526088e-20,5.85384346634381e-19,Upregulated
TRIM67,-1.87082312718534,1.20167167182177e-20,5.94065441857452e-19,Downregulated
SLC35F1,-1.5818905502966,1.3426636757371301e-20,6.60544903968832e-19,Downregulated
ZIC5,-1.0938935733354,2.41521550986814e-20,1.16835329760184e-18,Downregulated
PLK2,-2.07234212588978,2.59123185126455e-20,1.24458953538581e-18,Downregulated
CLVS1,1.4159483454183,2.6558575801166902e-20,1.27261412036371e-18,Upregulated
LOC124900647,2.45413029245563,3.08081554134666e-20,1.47276061810272e-18,Upregulated
ZNF835,-1.95721942392942,3.5155766260223005e-20,1.6727047566395799e-18,Downregulated
LITAF,2.3269746099396,5.5059613502469e-20,2.5714361891279797e-18,Upregulated
LOC105374836,3.7573797657047,9.181097661343561e-20,4.18183524714096e-18,Upregulated
TDRD6,1.31697806125886,9.274201826604741e-20,4.2147712292253695e-18,Upregulated
NKAIN3,1.87990258538388,1.18972247936823e-19,5.3707093394910096e-18,Upregulated
MAPK4,-1.37150988728803,1.2931228066118101e-19,5.798740302481149e-18,Downregulated
ITGA8,-2.53318344099165,1.33697183328188e-19,5.96896081250891e-18,Downregulated
TMEM144,1.38734055922592,1.5471048207095302e-19,6.84678332117061e-18,Upregulated
TLL1,1.1435945386507,1.4177130053327e-18,5.924871114451251e-17,Upregulated
ATOH8,1.64109359047307,1.48271157005957e-18,6.17106382208159e-17,Upregulated
VCAN,1.00393031559527,1.53351476004959e-18,6.36942841627973e-17,Upregulated
SPTBN4,-1.46605222028276,2.33149954712845e-18,9.58563170806218e-17,Downregulated
UNC80,-2.52162033067028,2.4709406158798097e-18,1.01178778471248e-16,Downregulated
GADD45G,-1.06807821304282,2.7190487611846298e-18,1.10890139518011e-16,Downregulated
HBA2,-2.42596158227964,2.79438259070504e-18,1.13733615925704e-16,Downregulated
TNFRSF11B,2.27391603842177,2.97208899619853e-18,1.20482543727896e-16,Upregulated
S100A10,1.09060164497631,5.0143340087883e-18,1.97734505883521e-16,Upregulated
FRMD6,1.01766136127467,5.30778073241218e-18,2.08899820709248e-16,Upregulated
MEIS3P1,2.42459950501822,5.49353272867354e-18,2.1579150170055002e-16,Upregulated
PNN-AS1,-1.08811300561431,5.6749469873385004e-18,2.22486461288905e-16,Downregulated
FAM78B,-1.89648271150083,6.0227563681897195e-18,2.34760093897764e-16,Downregulated
SYT12,1.07321729712119,1.1131731112145401e-17,4.27327761197113e-16,Upregulated
LOC124904428,1.19996323831442,1.15051213253752e-17,4.40826661897978e-16,Upregulated
HBQ1,-1.21534225780564,1.28330485981275e-17,4.88934327134297e-16,Downregulated
ASIC3,-1.34379206045987,1.62165338843401e-17,6.10953392754071e-16,Downregulated
MGAT3,-1.02205079516863,1.96198037001177e-17,7.337155003647329e-16,Downregulated
CLTCL1,-1.04211892565361,2.75737087120664e-17,1.0180173076227201e-15,Downregulated
PHLDB2,-1.08360168321039,3.70289356116542e-17,1.35232341605877e-15,Downregulated
EDN2,-1.3919301263635,4.0918828989097204e-17,1.4863507970967902e-15,Downregulated
FLRT3,-1.35068870480913,7.29519119061181e-17,2.5850739552886502e-15,Downregulated
MPP3,-1.07845798273924,1.38207197665082e-16,4.7804124393746505e-15,Downregulated
SPTSSB,2.11227568692887,1.48172369305264e-16,5.0826785296506106e-15,Upregulated
SLITRK1,-2.07270027240843,1.6870989068271898e-16,5.7568699903165604e-15,Downregulated
ABLIM3,-1.44608996253796,1.87463420495693e-16,6.3540068060655506e-15,Downregulated
HBA1,-3.56318728143844,1.95486875679939e-16,6.614897300762431e-15,Downregulated
PALD1,1.43856041081494,2.26811723289239e-16,7.58621587351417e-15,Upregulated
SCRT2,-2.65173036922999,2.62453535768042e-16,8.735091488476911e-15,Downregulated
ICAM1,4.90237843478574,4.91362310938904e-16,1.60377176818368e-14,Upregulated
RAB39A,-1.16562276689833,5.63399695543192e-16,1.83005583797515e-14,Downregulated
SLC6A17,-2.42595550729489,6.01584871539456e-16,1.95096380179732e-14,Downregulated
TMTC1,1.69930848483122,6.03554602308152e-16,1.95422495753737e-14,Upregulated
SLC37A1,1.16518804033695,6.145529629533709e-16,1.98666252090939e-14,Upregulated
LOC105375690,-1.16284726864804,6.16511037811631e-16,1.98981882570126e-14,Downregulated
ADIRF-AS1,1.79881598637304,6.324955120870249e-16,2.03816399594466e-14,Upregulated
STUM,1.83417098114401,6.80501178174339e-16,2.1859078257394102e-14,Upregulated
LOC105376328,-2.00068788600909,7.23835781429052e-16,2.32142839458631e-14,Downregulated
NWD2,-2.94436214311419,7.859846375487179e-16,2.50489349347091e-14,Downregulated
PRKAA2,1.37492520948634,9.56601047485891e-16,3.00144684698011e-14,Upregulated
CLSTN2,-1.42034523469827,1.0340014104022402e-15,3.2342862017658904e-14,Downregulated
BAIAP2L2,-1.03210665734492,1.6068686279179802e-15,4.95732423428759e-14,Downregulated
EGLN3,1.3449606939169,2.07101888330329e-15,6.34100932714113e-14,Upregulated
GRID1,-1.90982971874802,2.14977937366684e-15,6.57222897810756e-14,Downregulated
CELF4,-3.12669883117,2.5430913521275104e-15,7.75126595733422e-14,Downregulated
LRRTM4,-2.3113077569256,2.78456558896268e-15,8.4491556770486e-14,Downregulated
LOC105375350,-1.54793928544118,2.8724532611332403e-15,8.702803460375131e-14,Downregulated
MAGEC2,2.71632884614029,3.4599522608340304e-15,1.03895959073844e-13,Upregulated
SPARC,4.21167948579515,5.1664475911871605e-15,1.52429004695448e-13,Upregulated
TRIM38,6.73561911311467,6.33897293786597e-15,1.85940148303336e-13,Upregulated
LOC112268101,-1.67008835035667,6.96158448155365e-15,2.03908028694524e-13,Downregulated
FBLL1,5.85612204669442,7.0893199394196e-15,2.07349820854395e-13,Upregulated
KCNB1,-2.36178974628749,7.95421276132165e-15,2.30979854526115e-13,Downregulated
FXYD6-AS1,1.19037019276647,1.0362841565463601e-14,2.97935369773591e-13,Upregulated
RYR1,1.50337274264776,1.08087327581396e-14,3.09875819341912e-13,Upregulated
TSPAN12,1.42966599802349,1.20021870376764e-14,3.43604984557435e-13,Upregulated
CEMIP,1.26530296957038,1.3948989889688801e-14,3.97070551738083e-13,Upregulated
CHL1,-3.93834992299649,2.40271388382302e-14,6.74523652509816e-13,Downregulated
MAGEC1,6.78154269758579,2.42766436615999e-14,6.79645428697469e-13,Upregulated
LOC105372210,-1.87726076304229,2.46196651687464e-14,6.88297921800441e-13,Downregulated
TLE4,-1.57531274804417,2.71673245179797e-14,7.54321233773878e-13,Downregulated
DOCK8,1.36992701799976,2.7938983647427998e-14,7.74685717578274e-13,Upregulated
GABRA1,-2.25724877859527,3.8599392657680705e-14,1.05583143020045e-12,Downregulated
CA8,1.32868500019423,9.56238969898688e-14,2.51062275659022e-12,Upregulated
DOCK10,1.9457480416148,1.0493805240833e-13,2.74804830008325e-12,Upregulated
DAPK1,-1.13476511988312,1.2550655737217599e-13,3.25722459843358e-12,Downregulated
BMP7,1.08224608339852,1.37697035984088e-13,3.56447154835437e-12,Upregulated
PARD6A,-1.07242326503096,1.42177132119307e-13,3.67106788653022e-12,Downregulated
LOC105370854,-2.10789657145179,1.4454501335761e-13,3.72272284084548e-12,Downregulated
RGS1,3.24618740137465,2.3052813014119e-13,5.77574124824696e-12,Upregulated
MT1E,-1.2880137041487,2.86943096161322e-13,7.066888962446929e-12,Downregulated
SLC47A2,1.19843071669752,3.01053103482282e-13,7.38746410954283e-12,Upregulated
RGS11,-1.10488476189068,3.21787373952123e-13,7.83931283970623e-12,Downregulated
LOC124904705,-1.10707222527959,3.89938033141817e-13,9.409111897323199e-12,Downregulated
LOC101593348,-2.15205967469737,3.93240822979354e-13,9.47752466226936e-12,Downregulated
LOC107985541,-1.32777538826189,4.16946413932171e-13,9.96590432074432e-12,Downregulated
PTPRM,-2.70503948283424,4.25220552734301e-13,1.0139759274554798e-11,Downregulated
EPPK1,-1.19833231736584,8.65019694237395e-13,1.9878780252265e-11,Downregulated
EMX1,-1.6707303052739,9.00553858262109e-13,2.0625227291655e-11,Downregulated
UNC5A,-1.70836573022512,9.57756234247334e-13,2.18748311239545e-11,Downregulated
EPHA10,-1.13619935125288,1.1265881028829099e-12,2.5485283769345596e-11,Downregulated
PRKXP1,-1.33542357488073,1.31855232121704e-12,2.94986059588833e-11,Downregulated
LOC124903658,1.77871749322587,1.6984070762936299e-12,3.7705381193204396e-11,Upregulated
MEIS3,-1.00419801913712,2.67497872799037e-12,5.755747753464629e-11,Downregulated
LONRF3,1.84500831333321,3.17057282077127e-12,6.74337256077785e-11,Upregulated
APOBEC3B,4.03515828630082,3.92206284277727e-12,8.24650329463201e-11,Upregulated
CYP4X1,6.02666032164173,4.76785545384077e-12,9.90160473298141e-11,Upregulated
LOC101448202,-1.45358778032211,5.0556275890777894e-12,1.04777623315969e-10,Downregulated
HCN1,-1.28729786879275,5.157771841785099e-12,1.067853702361e-10,Downregulated
KCNQ2,-1.29332782661519,5.86935008475469e-12,1.2041078630353501e-10,Downregulated
PFKP,1.85871397517738,9.91772068840268e-12,1.9688764018925901e-10,Upregulated
ADORA1,1.12859005772932,1.1434378205554499e-11,2.25013021212024e-10,Upregulated
SPTLC3,-2.21103230638884,1.3921767314028e-11,2.69854920574958e-10,Downregulated
LOC102725180,-1.11125994069428,1.5884503511897697e-11,3.04025497339617e-10,Downregulated
TTBK2-AS1,-1.03985421871522,1.8630081280634002e-11,3.53901703352549e-10,Downregulated
SYT5,-1.28769759744821,3.66276682452714e-11,6.72469390999463e-10,Downregulated
NR2F2,-1.1099271801263,3.71909119199676e-11,6.8095988591312e-10,Downregulated
THSD7A,2.54331499791315,5.3362761830557004e-11,9.63143205292572e-10,Upregulated
HBM,-2.48515998170146,6.317917604140879e-11,1.12925812979128e-09,Downregulated
CEP15,-1.01112357526243,7.649782361003939e-11,1.3424540145038e-09,Downregulated
CTHRC1,1.01364674977894,8.48465155529341e-11,1.48126961562655e-09,Upregulated
LOC124903573,-1.16145028025039,9.30209543048078e-11,1.61148865196936e-09,Downregulated
KCNK2,-1.13718894825428,1.0105431778271801e-10,1.7417261625322401e-09,Downregulated
WIF1,3.7939726767828,1.01388009742915e-10,1.7459928372804902e-09,Upregulated
PCDH10,-1.16626590670698,1.0625068639956301e-10,1.82353527741977e-09,Downregulated
NTS,-1.88683137222452,1.2753229811995002e-10,2.17040482837386e-09,Downregulated
SCGN,-2.78786519073731,1.3520257482943e-10,2.2894076768736103e-09,Downregulated
WLS,1.180885797536,1.35922545569673e-10,2.2977598633458702e-09,Upregulated
EPB41L3,-5.63159034956982,1.5035220695727e-10,2.5248458018367102e-09,Downregulated
CREB5,-2.16310929906542,1.5340106231936501e-10,2.57178340128305e-09,Downregulated
KCNC1,-1.78113871047601,2.1157638207771202e-10,3.4752363762829403e-09,Downregulated
TGM3,-1.48264607775031,2.46901655802752e-10,4.0196382823019905e-09,Downregulated
DISP2,-2.57479160796222,2.70185727568283e-10,4.363660965802011e-09,Downregulated
IGDCC4,-1.42722719952554,2.86964149400466e-10,4.627268372472591e-09,Downregulated
EML6,1.29596528951706,4.68564525375434e-10,7.379436180912731e-09,Upregulated
ADAMTS2,1.73366508741057,4.74767592272017e-10,7.459739788962421e-09,Upregulated
KCNS2,-2.02729667459748,4.94743546827708e-10,7.75412789465375e-09,Downregulated
RORA,-1.77905075435113,5.12428207088136e-10,8.014203186319e-09,Downregulated
ELAVL3,1.13869743838986,1.15521675952047e-09,1.72423332096616e-08,Upregulated
LOC107987140,-1.92711752573328,1.1674900593338102e-09,1.74126975810427e-08,Downregulated
LRRK2,-1.69759968630945,1.2050318579124901e-09,1.7933032839962e-08,Downregulated
LOC105370021,-1.89324943845435,1.25760735894507e-09,1.86469960193544e-08,Downregulated
SHISA7,-1.32332727028546,1.2655079745296201e-09,1.87504248068281e-08,Downregulated
PTCD1,-1.33356801126683,1.3366122370682902e-09,1.97318233307627e-08,Downregulated
FAM131C,1.41798862585625,1.3813427816005501e-09,2.03624995201903e-08,Upregulated
CEMP1,-1.02680361414124,1.40816623730062e-09,2.07277570543546e-08,Downregulated
SHC2,-1.11639687513875,1.4677278969483301e-09,2.14952144098596e-08,Downregulated
CPNE4,-1.38105003702811,1.89462490197452e-09,2.73909787005147e-08,Downregulated
DGCR5,-1.21020841361116,2.06779804959274e-09,2.97038970001384e-08,Downregulated
JAKMIP1,-1.27265192509294,2.1584898755631702e-09,3.09190327122189e-08,Downregulated
RGS20,-1.80825968880521,3.0100989642191403e-09,4.22518669707464e-08,Downregulated
VWC2L,-3.4316904638085,3.0272262578160604e-09,4.2433505546109e-08,Downregulated
GATA3,-1.25949990737445,3.06443366623242e-09,4.28957223624758e-08,Downregulated
COL9A2,-1.50043564291607,3.47452772377753e-09,4.8170453100716e-08,Downregulated
SLIT1,-1.07558539792057,3.4791076963639e-09,4.82009801077237e-08,Downregulated
GABBR2,-1.34295590223083,3.5779740076127403e-09,4.94355522565116e-08,Downregulated
TRPV3,5.40007066600951,4.0709614590291e-09,5.57906138019344e-08,Upregulated
SH3GL2,-1.48981271300517,4.1762573034976304e-09,5.7040808143257e-08,Downregulated
PGM5,-2.7351705754145,4.245531631176331e-09,5.79479330857327e-08,Downregulated
EMP1,1.64817218840914,4.392436291648281e-09,5.97920021460169e-08,Upregulated
CHRM2,-2.5798728391353,4.632622204328081e-09,6.27245286970781e-08,Downregulated
NPHP1,1.53033682244882,5.028232200577891e-09,6.78092072345397e-08,Upregulated
SBSPON,2.00149237658387,5.264741981562591e-09,7.05294482645684e-08,Upregulated
EFEMP1,2.83236308838702,6.39533578128213e-09,8.45026472951809e-08,Upregulated
LIN28A,-4.98371435953188,7.78943517793011e-09,1.01860684917074e-07,Downregulated
SSTR5-AS1,-1.14759457552587,8.16858795426847e-09,1.06406882548244e-07,Downregulated
CNTNAP5,-1.44523848172299,8.259573322134121e-09,1.07453974111898e-07,Downregulated
PREX2,-1.04535443388754,9.28449677841651e-09,1.19560016011261e-07,Downregulated
ADAMTS6,1.47075435864081,1.01970433094534e-08,1.30482241691484e-07,Upregulated
ZSCAN31,1.25028236700079,1.02955515398634e-08,1.31659643004095e-07,Upregulated
AKAP3,-1.10777564407969,1.1123812377733e-08,1.41625975555446e-07,Downregulated
CCDC85A,-1.01139317254387,1.19251606776933e-08,1.50880825078756e-07,Downregulated
GYG2,4.89454225585526,1.37247484413169e-08,1.71932587241689e-07,Upregulated
FREM1,-1.63984317502475,1.40569300337002e-08,1.75767991889617e-07,Downregulated
SNPH,-1.48314096652907,1.59004918233088e-08,1.97358890855264e-07,Downregulated
TSPAN18,1.8360988640265,2.05016943533711e-08,2.50783852050983e-07,Upregulated
KCNH5,1.62187817082987,2.16707559700825e-08,2.64445847536185e-07,Upregulated
WDR72,-1.08587798956678,2.3609710246848e-08,2.86554022151714e-07,Downregulated
S100A4,4.43144970728183,2.55182741328292e-08,3.07326142839165e-07,Upregulated
ADAM12,-1.59529082011973,2.92931078275392e-08,3.4946556948581e-07,Downregulated
TMEM45A,1.75572582363307,3.68629479928739e-08,4.33899589353985e-07,Upregulated
HTRA3,2.42959710334649,3.85330795982143e-08,4.51460688078732e-07,Upregulated
RASGRP2,-1.1170622681651,4.04705909860072e-08,4.72250091361761e-07,Downregulated
PRRT4,1.56140604224297,4.10484213142292e-08,4.77892275484269e-07,Upregulated
APOD,1.21649017313464,4.52534394956295e-08,5.20864261860826e-07,Upregulated
ADGRF5,1.29696299672608,5.32415244920645e-08,6.06265426926772e-07,Upregulated
LOC124904905,5.26063935391523,5.48874688016705e-08,6.23257201759697e-07,Upregulated
TRIM49B,-3.95512715381926,6.21939014709355e-08,7.01507061165493e-07,Downregulated
CALCA,-1.6413575067446,6.60674923373029e-08,7.4107471067227e-07,Downregulated
EN1,-5.15152374166274,7.04084728132746e-08,7.88022824656137e-07,Downregulated
PHYHIPL,-1.27781955411207,7.41949813767676e-08,8.26295646992144e-07,Downregulated
HSPE1,1.06496587664329,8.0615556206779e-08,8.92894376368964e-07,Upregulated
MDFI,2.20222504065544,8.1688821912498e-08,9.03582168333247e-07,Upregulated
CD44-AS1,1.03163522735422,8.41496405880396e-08,9.27980992970063e-07,Upregulated
TMEM88,1.4641326861323,8.66495065960724e-08,9.50892717485539e-07,Upregulated
AFAP1L2,-1.42994518337562,8.80433443517695e-08,9.64621917116765e-07,Downregulated
TFF2,5.3134254354404,9.55971821094986e-08,1.04063334273761e-06,Upregulated
MAGEE2,5.04186093196287,1.01436851031583e-07,1.09889018362328e-06,Upregulated
FBXO27,3.37627320623593,1.09178196001524e-07,1.17521659838284e-06,Upregulated
CD38,-1.37732845900565,1.20890939100456e-07,1.29033093450613e-06,Downregulated
CARNS1,-1.23906269679355,1.24771400417817e-07,1.32825184614954e-06,Downregulated
SAMD5,1.63314728083185,1.31014928059012e-07,1.38815555505913e-06,Upregulated
RAB31,1.3802097290515,1.33404399571929e-07,1.41052361759177e-06,Upregulated
FOXF2,-1.23569485667456,1.37070332183013e-07,1.44326159117791e-06,Downregulated
FAIM2,1.26628330646606,1.44113169704422e-07,1.51113804280338e-06,Upregulated
BHLHE41,-1.02356450664939,1.49664123882312e-07,1.5644879458332e-06,Downregulated
GALNT17,-1.61918174940687,1.66005209816366e-07,1.71583865260985e-06,Downregulated
IGSF9B,-1.71067558635068,1.82825474563974e-07,1.87629850325934e-06,Downregulated
DOK3,1.03516587618178,1.94920747821421e-07,1.99035195848482e-06,Upregulated
PRICKLE2-AS1,1.07672266726206,2.25903503974196e-07,2.2802978695483e-06,Upregulated
SYN2,-1.35962506392426,2.43783993309723e-07,2.4449568334462e-06,Downregulated
NAV2,2.37251344570327,2.50995299336662e-07,2.51106797742093e-06,Upregulated
NAT16,-1.66186680617517,2.88055106267206e-07,2.85226621833414e-06,Downregulated
S1PR3,1.18652184445244,2.91581537935722e-07,2.88295911825324e-06,Upregulated
ADCYAP1R1,-1.74770698522959,3.33978121270919e-07,3.2658736763262e-06,Downregulated
SIX2,1.59997662065008,3.46200086992239e-07,3.37524269516387e-06,Upregulated
TFPI,4.25774212315624,3.76127660962714e-07,3.64771844978625e-06,Upregulated
MSRA_1,-1.76710611443092,3.95720487825172e-07,3.81219513675305e-06,Downregulated
PHACTR1,-2.70957201814714,4.3135820114249e-07,4.11832283511876e-06,Downregulated
SCN3B,-4.74037579939141,4.4901378322759e-07,4.2727982968263e-06,Downregulated
GOLGA7B,-1.99681834181253,4.59336490821542e-07,4.36079219319056e-06,Downregulated
KCND3,-3.71676952742973,4.62982594691538e-07,4.38513748215083e-06,Downregulated
RFPL1S,-1.61882413226367,4.90807783357993e-07,4.62921496551101e-06,Downregulated
LOC105372435,-1.74927353949953,5.56218180101968e-07,5.18582626149347e-06,Downregulated
RGS7,-2.60161905453635,6.11442209563191e-07,5.65388784016256e-06,Downregulated
RPRML,-1.06588278284646,6.30837963333002e-07,5.82261142021704e-06,Downregulated
FSCN2,-1.53679602685291,7.46225106780483e-07,6.79175423858717e-06,Downregulated
POU4F2,-1.48956977272363,8.0250679038055e-07,7.261611667064e-06,Downregulated
MAGEA11,-2.71558124435009,8.50025597451269e-07,7.65400659028866e-06,Downregulated
LOC105371843,-1.57066506565251,9.25851103308056e-07,8.2925656265802e-06,Downregulated
PKP1,1.81944185825334,9.30563007392606e-07,8.33108727775651e-06,Upregulated
TARP,3.33396215862546,1.00070220540187e-06,8.91570681375403e-06,Upregulated
ZNF827,1.4221740890838,1.05740716709125e-06,9.37968747035998e-06,Upregulated
CELF6,-2.41414356152071,1.37704728220093e-06,1.19688556444814e-05,Downregulated
LOC124901284,-4.77585592773138,1.38795558811169e-06,1.20461244236758e-05,Downregulated
NUDT11,-1.22183934880672,1.5238986409781e-06,1.30604234900572e-05,Downregulated
CDH22,-2.63240499486837,1.79025240702816e-06,1.51383504539231e-05,Downregulated
DIO2,2.34124291382478,1.82385357318452e-06,1.54032033645321e-05,Upregulated
LOC105374879,-4.52993188931726,1.88158930096169e-06,1.58380122679371e-05,Downregulated
LOC124903206,-1.95886267492725,1.89988693079357e-06,1.59655092040858e-05,Downregulated
LAMB3,1.47012231325101,1.93164743775453e-06,1.61988257823114e-05,Upregulated
AKAIN1,-4.5808511454561,1.97013678238157e-06,1.64943008847964e-05,Downregulated
LOC105372209,-2.91359696419611,2.20483558683708e-06,1.83230063589999e-05,Downregulated
PTGFR,1.28031209202331,2.30500364918034e-06,1.90850159171717e-05,Upregulated
MICA_2,1.0846905597527,2.46650937446858e-06,2.03226335410991e-05,Upregulated
BSN-DT,-1.25551076013227,2.61379613141439e-06,2.14316479723456e-05,Downregulated
TMEM45B,1.00533306072124,2.85479349136733e-06,2.32571580693426e-05,Upregulated
AMER3,-1.76501260052854,2.86520145705067e-06,2.33325706440177e-05,Downregulated
TAF11L12,-2.3769132084238,3.24345442151786e-06,2.60879276467244e-05,Downregulated
LOC105374933,-4.71642614994764,3.29902601392418e-06,2.64823597133581e-05,Downregulated
H3Y1,-3.2776680889401,3.30240971224102e-06,2.64885407429415e-05,Downregulated
PEBP4,2.22515835196185,3.48476939683395e-06,2.78191378119052e-05,Upregulated
PAPLN,1.26286184674321,3.50141561126166e-06,2.79366333450618e-05,Upregulated
LAMA1,-2.88859930220377,3.50224408356614e-06,2.79366333450618e-05,Downregulated
HOXA3,-1.09786060068792,3.94837880199028e-06,3.11406928716749e-05,Downregulated
AGBL3,-1.01552862141296,4.31488090187045e-06,3.37156210485783e-05,Downregulated
FSTL4,-1.26276241030513,4.32248972900219e-06,3.3762059467108e-05,Downregulated
LOC107986888,-1.85773117662761,4.37024807268225e-06,3.40825541305104e-05,Downregulated
CPLX3,-2.92279435956987,4.51704026970972e-06,3.51057857464518e-05,Downregulated
GFY,-1.64738694019153,4.85408201415914e-06,3.7523794181919e-05,Downregulated
LINC00537,-1.01051506804131,4.86999590664038e-06,3.76181200578102e-05,Downregulated
SEC14L5,-2.01386171784769,4.90189150823806e-06,3.78356584084072e-05,Downregulated
LOC105369367,1.33731003439406,5.29041519656467e-06,4.05411817085706e-05,Upregulated
ABCB1,-3.83420514963202,5.30394404642785e-06,4.06294942845979e-05,Downregulated
TRDN,1.76201447656851,5.38612484164735e-06,4.11501562063136e-05,Upregulated
NXPH1,-2.1917036625592,5.53053507761489e-06,4.20947861390072e-05,Downregulated
SGCG,4.50540541667049,5.74921463069256e-06,4.35792189040791e-05,Upregulated
TAF11L11,-3.56836624016553,5.94445283411668e-06,4.48912498117403e-05,Downregulated
TMSB4X,-1.33311589167765,6.7888728241621e-06,5.07014234609217e-05,Downregulated
HLA-DQB1,1.37732599652131,6.8456620474175e-06,5.10690923956957e-05,Upregulated
ZBTB8B,1.93824117943122,7.6215350653326e-06,5.62566985576207e-05,Upregulated
COL4A3,-1.24843581574653,7.90968216911216e-06,5.81834427422745e-05,Downregulated
KCNH4,-1.88242055440836,8.16516425160367e-06,5.99202441041835e-05,Downregulated
ANO1,1.34353847231575,8.69225568671594e-06,6.34437632387632e-05,Upregulated
DAPK2,-1.17005013238771,8.74064169288135e-06,6.37739620133233e-05,Downregulated
SALL2,1.19746591302062,8.93777529168216e-06,6.49783957629504e-05,Upregulated
LOC105374918,2.26355261473199,9.51350250160307e-06,6.87938573688878e-05,Upregulated
ANK1,-1.12200413484414,9.57605895403448e-06,6.91810144735884e-05,Downregulated
MIR9-3HG,-1.14600589137685,1.01529201576198e-05,7.30009005586363e-05,Downregulated
LOC105370301,-4.52073812590661,1.22175080521087e-05,8.60746161655168e-05,Downregulated
LOC124900718,1.10430373048754,1.24834144914724e-05,8.78868802805326e-05,Upregulated
LOC124909476,2.6925522952579,1.31104485290214e-05,9.18864734559942e-05,Upregulated
TUBB8B,1.14714535181538,1.33356557596761e-05,9.33357757572083e-05,Upregulated
APLF,1.03868810723338,1.35557103019843e-05,9.47777482272918e-05,Upregulated
LOC107985108,2.89507009638836,1.65540168702075e-05,0.0001134424101044,Upregulated
FEV,-1.14191984144393,1.82986674345698e-05,0.0001235906998438,Downregulated
ZNF534,1.4705841382664,1.86357335426503e-05,0.0001258253441625,Upregulated
GFUS,-1.46339287434625,2.0049562235168e-05,0.0001344753729135,Downregulated
L3MBTL4,3.08385748473206,2.02480857549378e-05,0.0001355825735602,Upregulated
EVX1,-1.30070768979125,2.2068725321061e-05,0.0001461800632459,Downregulated
DACH1,1.16829045754438,2.31739636071359e-05,0.0001527025579821,Upregulated
SGPP2,-1.11659729756746,2.43782165020722e-05,0.0001599100551069,Downregulated
NTN3,-1.13367696536419,2.52046764784038e-05,0.000164426645491,Downregulated
LOC124904560,-4.72528936008541,2.5254894853125e-05,0.0001647012431718,Downregulated
ELF5,-3.94353822768341,2.55294555477032e-05,0.0001663312550615,Downregulated
UGT2B4,1.47693727769797,2.6009776342933e-05,0.0001688635991976,Upregulated
ATP2C2,1.04369331783647,2.97000847722308e-05,0.0001900224173763,Upregulated
GABRB1,-1.95673390534757,3.09169455443041e-05,0.0001971855158078,Downregulated
INSM2,-2.68871461790053,3.28914860989907e-05,0.0002089243283423,Downregulated
ICAM4-AS1,4.05233993454681,3.38791047139095e-05,0.0002143244611255,Upregulated
SMARCA1,2.16442936905929,3.5311754000083e-05,0.0002222086127996,Upregulated
CD36,-1.02631924552311,3.54436981983129e-05,0.0002229696830482,Downregulated
GUSBP1_1,1.37492148364294,3.69713123264711e-05,0.0002315484592588,Upregulated
ARMCX3,4.45980674418225,3.76639403503867e-05,0.0002354025306697,Upregulated
CDH18,2.12636826739987,3.76998293741748e-05,0.0002355542051742,Upregulated
KLF8,4.36904891592529,3.82735067244494e-05,0.0002387706087404,Upregulated
LNCDAT,4.16952211956351,4.35956827785385e-05,0.0002685022468058,Upregulated
LOC100288175,-1.01818041290867,4.39368863656202e-05,0.0002704393409489,Downregulated
FAM47C,4.03921922661832,4.40253649491667e-05,0.000270737294343,Upregulated
PDGFRA,1.31841953622278,4.64177576525511e-05,0.0002844140053988,Upregulated
