Gene_Symbol,log2FC,P_Value,Adjusted_P_Value,Regulation
PCSK6-AS1,-2.97115725942537,8.83213409897586e-07,5.99315499453631e-05,Downregulated
MACC1-DT,1.80048120824248,9.29086032057876e-07,6.28478943928496e-05,Upregulated
RBM28,-3.11197881327095,9.34047306870345e-07,6.29872770850393e-05,Downregulated
AOX2P,-3.13100451495475,9.60694246519264e-07,6.45836373650752e-05,Downregulated
ALDH2,-2.68421059562501,1.09458885179677e-06,7.33577232343059e-05,Downregulated
NOP53-AS1,1.1126931065056,1.15583683405171e-06,7.7224126198766e-05,Upregulated
MTND5P11,1.65082541049033,1.18505429003726e-06,7.8933340042543e-05,Upregulated
LLGL1,1.54247400989696,1.19639752776064e-06,7.94311441495963e-05,Upregulated
METTL2B,-2.81099837250197,1.19984412273499e-06,7.94311441495963e-05,Downregulated
HECTD4,-2.29158673880817,1.21236243658018e-06,8.0015920814292e-05,Downregulated
C12orf50,-2.64738066127801,1.22207434008439e-06,8.04124915775528e-05,Downregulated
TBC1D22A,-3.87324341589087,1.26538277244697e-06,8.30106390359925e-05,Downregulated
LOC124904993,-2.79184601929662,1.3204558444554e-06,8.63625849593509e-05,Downregulated
GK,-2.17524811674377,1.32584542818075e-06,8.64546775601105e-05,Downregulated
LOC105378231,-4.48091078950352,1.34732592975599e-06,8.75923210740164e-05,Downregulated
LOC101928391,-2.63921620141159,1.39989879773761e-06,9.07385149076849e-05,Downregulated
LOC102723985,-1.70821594634212,1.4113283195967e-06,9.12070926539368e-05,Downregulated
EP300-AS1,-2.3756973313419,1.41993710782285e-06,9.1491140531945e-05,Downregulated
JUNB,1.51305782945466,1.49885310216433e-06,9.62902256224739e-05,Upregulated
SPRNP1,-1.96461387446523,1.53547384017135e-06,9.83518553554003e-05,Downregulated
YBX3,2.13954642505837,1.57850129193842e-06,0.0001008105207445,Upregulated
UPF3B,-1.55839569836278,1.61698293504061e-06,0.0001029653004441,Downregulated
LOC107984257,-2.93927950600914,1.63453939481209e-06,0.0001037789135057,Downregulated
FBXO27,-2.21794361038047,1.66047284716907e-06,0.000105118097386,Downregulated
SCAI,-3.24275687962162,1.74625876864096e-06,0.0001102275084368,Downregulated
CTU2,1.65811282234646,1.7912314686817e-06,0.0001124127170836,Upregulated
LOC124902696,-1.52190663924656,1.85933418767093e-06,0.0001163503819916,Downregulated
PCMTD1P4,2.07494094975308,2.09959029420799e-06,0.000131007194392,Upregulated
RHOXF1-AS1,-1.29266342207165,2.14319078419155e-06,0.000133020739451,Downregulated
LOC100421306,1.85976332225121,2.14411249921056e-06,0.000133020739451,Upregulated
RAB21,-2.96129760417779,2.26654687543711e-06,0.0001402159511488,Downregulated
LOC112268110,-3.11061651063668,2.2766501167708e-06,0.0001404408540782,Downregulated
NKAP,-2.2958267863995,2.29155154459079e-06,0.0001409596324057,Downregulated
LOC124900799,-2.52283003111454,2.3117396290876e-06,0.0001417997579265,Downregulated
PREPL,-2.43871023443745,2.3710351854212e-06,0.0001446198258883,Downregulated
FBXO44,1.68326092552983,2.42308798234996e-06,0.0001473807631617,Upregulated
LOC124904695,1.42261521620573,2.43807143352019e-06,0.0001476558415824,Upregulated
SLC47A1P1,-2.40843097058513,2.44121060735442e-06,0.0001476558415824,Downregulated
GATAD2A,-2.59637884723765,2.49564621529416e-06,0.0001505290608858,Downregulated
CUPIN1P,-3.30101058778632,2.68249739339517e-06,0.0001613511036016,Downregulated
METTL7B,1.7559113186324,2.73415795065258e-06,0.000164004159504,Upregulated
LOC105372862,-1.8202472181192,2.78501444884876e-06,0.0001664167021004,Downregulated
TMOD3,-2.45363915229591,2.78970616029179e-06,0.0001664167021004,Downregulated
LOC124900652,-2.72251315072207,2.93551953826186e-06,0.000174635263709,Downregulated
RALGAPA1,-2.63305464626964,3.12870388376569e-06,0.0001847765378441,Downregulated
CLSPN,-3.86847854166993,3.13151726658644e-06,0.0001847765378441,Downregulated
ABHD2,1.43348310545116,3.60688421913512e-06,0.000212249007952,Upregulated
GATD1,-2.96297011379299,3.63364173089213e-06,0.0002132456663367,Downregulated
TMEM177,-2.53578985264642,3.78631206851848e-06,0.0002216064157838,Downregulated
PPARD,-3.12134688263024,3.90703899370784e-06,0.0002280576470682,Downregulated
RPS27L,-1.94971323810735,3.9437360545141e-06,0.0002295825326748,Downregulated
OR7E160P,-1.84592615573457,4.01476375012934e-06,0.000233092460081,Downregulated
GMIP,-3.59758567866977,4.06386890540874e-06,0.0002353142650987,Downregulated
SIRT4,-1.25329507928313,4.10298829557166e-06,0.0002369475740692,Downregulated
ELOA3DP,-2.25830360583174,4.16399746738847e-06,0.0002391985211822,Downregulated
FAM157C,-2.82225152051314,4.47118433885116e-06,0.0002554928861416,Downregulated
LOC107987068,-2.59726715379545,4.60126209088515e-06,0.0002622357087702,Downregulated
CLPX,-2.18792063039879,4.67705467500667e-06,0.0002658575005578,Downregulated
PAIP2B,-2.19585220336076,4.79015181023683e-06,0.0002715753431004,Downregulated
USP20,-2.03811343143233,4.94666195794916e-06,0.0002787194879798,Downregulated
KRT7,-2.16734022590875,4.95467082804686e-06,0.0002787194879798,Downregulated
ZNF26,-2.27886230829428,5.00013367238102e-06,0.0002805501358193,Downregulated
LOC124903390,-3.07164058062088,5.31274543886477e-06,0.000297322047576,Downregulated
NBPF21P,-1.95484884531663,5.43719289957423e-06,0.0003035043872014,Downregulated
GTF2IP14,-3.75443610940212,5.53482642103554e-06,0.0003081621048881,Downregulated
PNLIPP1,-2.64640073713289,5.85072763277783e-06,0.0003244956728483,Downregulated
BMS1P17,1.74291142830907,5.91659295617681e-06,0.0003269030520367,Upregulated
APOBEC3B-AS1,-1.49183125192437,6.0294309559937e-06,0.0003322920400468,Downregulated
ZNF331,-2.59786000502026,6.05285767216497e-06,0.0003327386113756,Downregulated
ZNF730,-2.40595915822676,6.16598841214617e-06,0.0003381016979326,Downregulated
ESYT3,-1.19100125285942,6.30178121005345e-06,0.0003446772725317,Downregulated
ZNF738,-2.48060509086503,6.3385482929584e-06,0.0003458171799831,Downregulated
RN7SL331P,-2.88878114007047,6.41510237084973e-06,0.0003491166237609,Downregulated
GMEB1,-2.29107427881899,6.74389356381453e-06,0.0003651793138271,Downregulated
ZNF639,-2.82436017265248,7.14298162776424e-06,0.0003858276195653,Downregulated
LOC124901092,-2.74780985204079,7.53517263395756e-06,0.0004060018326892,Downregulated
ECM1P2,2.94172308317546,7.61658973802977e-06,0.0004093728454742,Upregulated
CD96,1.56350682060673,7.75735531887421e-06,0.0004159091688741,Upregulated
LOC124900338,2.99458916990313,7.87765148003685e-06,0.0004211639685412,Upregulated
ZNF66,-2.37407684113121,7.89415746505949e-06,0.0004211639685412,Downregulated
MEIS3,-3.61977054297605,8.20303324007836e-06,0.0004365702543506,Downregulated
TRPM7,-2.6030739408399,8.24717654313254e-06,0.0004374308057161,Downregulated
MTRNR2L2,2.17259052792449,8.25949296967894e-06,0.0004374308057161,Upregulated
RAB6C-AS1,1.82171168756457,8.5199178530529e-06,0.0004501252950393,Upregulated
CDH13,-2.09984568998251,8.72635456016985e-06,0.0004599127740765,Downregulated
TEDC2-AS1,1.83734378355603,9.3896223138562e-06,0.0004936713291115,Upregulated
OPHN1,-3.11302929090385,1.04048886771552e-05,0.0005457288713423,Downregulated
GPN2,-3.58377500548829,1.06936307934323e-05,0.0005595216844544,Downregulated
PHACTR4,-2.64661209428168,1.07490706573155e-05,0.0005610704813772,Downregulated
LOC105375021,-2.87396314009091,1.08110898339791e-05,0.0005629544476139,Downregulated
CCND2-AS1,1.65791282556139,1.09582399476996e-05,0.0005692517278094,Upregulated
DCTN5,-3.37929016681326,1.10569615299908e-05,0.0005730092187642,Downregulated
SNORD3C,-2.74635024338116,1.14338723694201e-05,0.0005897270893814,Downregulated
ZNF556,-2.65832416678707,1.15217253281568e-05,0.0005928501037336,Downregulated
UBE2V1P4,-2.89229581306601,1.17015697427813e-05,0.000599263880648,Downregulated
CEBPB,1.50376885030489,1.1855795301409e-05,0.0006057335039406,Upregulated
RHD,-1.33750830220051,1.2038978421593e-05,0.0006136487733485,Downregulated
MAST2,-1.2148469628716,1.21060880920099e-05,0.0006156243485477,Downregulated
LOC100289561,-2.40566848326965,1.23157442990628e-05,0.0006248225974529,Downregulated
RALA,-2.33227816592935,1.24388188492328e-05,0.000629595600215,Downregulated
LARP4B,-2.15837931325184,1.25614171278812e-05,0.00063432235236,Downregulated
ZNF354C,1.40142572375164,1.37633052940892e-05,0.0006934023460692,Upregulated
TRIM80P,-2.1073759896715,1.38701822785291e-05,0.0006971693009166,Downregulated
CDC27P10,-2.27369046497108,1.43411826090897e-05,0.0007191788433574,Downregulated
GLTP,-4.04437129913452,1.44090232894083e-05,0.0007209159716732,Downregulated
LOC124901609,-2.15896172097726,1.45229655297624e-05,0.0007249463758925,Downregulated
LOC105370765,-2.84554946706881,1.4701081457626e-05,0.0007304789079425,Downregulated
LOC100287523,-2.29940306157821,1.50115253518186e-05,0.0007425062904086,Downregulated
LOC124900171,-2.47730112056344,1.55352304492087e-05,0.0007614717696932,Downregulated
NPAS2,-2.03246101039508,1.5960504546669e-05,0.0007805549453296,Downregulated
LOC124902763,-2.80311361594329,1.65260812556302e-05,0.0008045904223873,Downregulated
RPL23AP68,-3.0506958573387,1.6665333472471e-05,0.0008095549239848,Downregulated
RAMP2-AS1,1.44580153581821,1.76868521165133e-05,0.0008572596135222,Upregulated
LOC107984888,-2.97536198734946,1.80289944131088e-05,0.0008718966251364,Downregulated
NPIPA2,-2.65638601087649,1.81903959178205e-05,0.0008777472376878,Downregulated
FMO11P,-2.88297685271229,1.83309693232565e-05,0.0008825691083928,Downregulated
ZNF665,-2.6634282988029,1.84226056592886e-05,0.000885018715234,Downregulated
LOC124904711,-1.97630638820561,1.9536606259282e-05,0.0009364632854614,Downregulated
LOC105375336,-2.41080479496214,1.97835573361435e-05,0.0009462118149714,Downregulated
LOC107986088,1.8355695210998,2.00318808285928e-05,0.0009559829896968,Upregulated
DLG3,-2.40449991626076,2.01357678515942e-05,0.0009588334717752,Downregulated
SEM1,-2.35480731327085,2.0322644178357e-05,0.0009656146513979,Downregulated
HSP90AA6P,2.53206129128271,2.0418772437374e-05,0.0009680638093998,Upregulated
SVEP1,-2.21609246282545,2.07606737440358e-05,0.0009821291278387,Downregulated
LINC02250,-1.06317126132896,2.13161079298866e-05,0.0010062129730207,Downregulated
LOC107984525,-2.91427914147444,2.17372313784661e-05,0.0010238660350369,Downregulated
CERNA2,-1.74697659570278,2.1828590036197e-05,0.0010259437317012,Downregulated
LOC105373610,-1.99290701553186,2.2098410622252e-05,0.0010359879024193,Downregulated
AKR7A2,-3.61216448614811,2.21377169900798e-05,0.0010359879024193,Downregulated
LOC124900275,-2.09991978816515,2.27465142933685e-05,0.0010621888416477,Downregulated
MARCKS,1.58597451559684,2.39275595541519e-05,0.0011125546641517,Upregulated
RN7SKP203,2.75214896285409,2.43578104022987e-05,0.001129824903354,Upregulated
LOC124909474,1.32581950187195,2.44030523935266e-05,0.001129824903354,Upregulated
PRIM2,-1.58370592244044,2.46307524134913e-05,0.0011379407615033,Downregulated
LOC112268079,1.95122509069669,2.47272345638124e-05,0.0011399727628845,Upregulated
LOC124904439,-1.21624850044402,2.47962073901961e-05,0.0011407306086244,Downregulated
UGT1A,-2.1113633427547,2.49030286122767e-05,0.0011432227553635,Downregulated
LOC100101148,-1.19013867377717,2.49944759620117e-05,0.0011450001076774,Downregulated
SHMT2,1.81335279251272,2.51169476646237e-05,0.0011481882138729,Upregulated
C2CD2L,-1.72380785574538,2.53060010168632e-05,0.0011526046192082,Downregulated
LOC112268143,1.79859221980355,2.5319720151163e-05,0.0011526046192082,Upregulated
LOC124904275,-3.6998789160351,2.60809219362849e-05,0.0011847722571642,Downregulated
FSIP2LP,-1.73253809415161,2.68961625218812e-05,0.0012192552672236,Downregulated
MAGED1,-2.74292855897444,2.71678622279817e-05,0.0012290061675383,Downregulated
SPPL2A,-2.77658974731867,2.72604852355811e-05,0.0012306323833792,Downregulated
ZFAT,-1.84059306728551,2.78244265773396e-05,0.0012534846446065,Downregulated
MRPL20-DT,-1.69743012690103,2.81212355055458e-05,0.0012623105575003,Downregulated
LOC100421257,-2.39844877933989,2.81366081712327e-05,0.0012623105575003,Downregulated
TPM3,-2.64128418313571,2.83891289651449e-05,0.0012710134976271,Downregulated
LINC01544,-2.11703562412548,2.92052611077003e-05,0.0013048622215897,Downregulated
LOC124903247,1.69395737932586,2.94696079681917e-05,0.0013139693376207,Upregulated
DDX11L2,1.51935247363725,3.07203137942574e-05,0.0013626331677245,Upregulated
TMEM18-DT,1.0993174277526,3.07492977887558e-05,0.0013626331677245,Upregulated
ZNF70,-2.76800385033,3.08601929451063e-05,0.0013647621784318,Downregulated
ITPR2,-2.69954254921463,3.1029501345456e-05,0.0013694605532829,Downregulated
LOC105379395,-2.83838251364469,3.15647392253518e-05,0.0013902570944001,Downregulated
LOC107986760,1.07015023376897,3.20185488846275e-05,0.0014048827685081,Upregulated
IL1A,-1.30243323485295,3.20262029295161e-05,0.0014048827685081,Downregulated
LOC124904428,-2.44076916473021,3.2154299519931e-05,0.0014076581850318,Downregulated
KDM4A,-1.43360860305561,3.24289278031834e-05,0.0014141303543827,Downregulated
CCDC78,1.09091131346914,3.24323900010412e-05,0.0014141303543827,Upregulated
LOC124905129,-2.97800749570884,3.30197494241318e-05,0.0014368553887687,Downregulated
LOC105374426,1.02142332229952,3.37787050584163e-05,0.0014669416032769,Upregulated
SMPD4P1,-2.17936782642654,3.44154064779604e-05,0.001491609054416,Downregulated
LOC112268317,-2.31724568380429,3.47013956092881e-05,0.0015010081758169,Downregulated
CKAP5,-3.29956610127485,3.49021885190626e-05,0.001506692090463,Downregulated
NBPF20,-1.70195050636012,3.63928412257971e-05,0.0015648201076771,Downregulated
DNAL1,-1.32482873010747,3.68304420213129e-05,0.0015746616434549,Downregulated
LOC104054148,-1.26445345064417,3.6839279491346e-05,0.0015746616434549,Downregulated
CTTN,1.72625842429919,3.75350523596246e-05,0.0016012497582257,Upregulated
LOC112268064,1.69019112869543,3.80658146130084e-05,0.0016207080362879,Upregulated
NUP155,-1.55473731211947,3.84412267525367e-05,0.0016334888409091,Downregulated
ANKRD30BP1,-2.15874512146086,3.89408969985175e-05,0.0016514895262222,Downregulated
LOC124904313,-2.291146099444,3.94298277207855e-05,0.0016686478978499,Downregulated
LOC124903721,1.98561420395049,3.94991719395266e-05,0.0016686478978499,Upregulated
SEC14L4,-3.26839580820013,4.04944263473479e-05,0.0017073708227307,Downregulated
SPRYD7P1,-2.72883550706621,4.06022556468787e-05,0.0017085995719308,Downregulated
MIGA1,-1.32892214245052,4.11037924718889e-05,0.0017263592838193,Downregulated
LOC204800,-2.18722941776432,4.12582339047473e-05,0.0017295005617908,Downregulated
HCAR1,-2.57840729433254,4.32248962267979e-05,0.0018049719166705,Downregulated
E2F3,-2.10488989757334,4.3457172489735e-05,0.0018111881831902,Downregulated
ESYT2,-2.71866418326707,4.42621881847976e-05,0.0018412052763308,Downregulated
STYX,-1.4306495739669,4.55566542606573e-05,0.0018914286627455,Downregulated
ABCC3,-2.41503995283531,4.5828284455359e-05,0.0018990751310375,Downregulated
LOC105374352,-2.22681650759787,4.79123797028486e-05,0.0019816560245098,Downregulated
LOC101929479,-2.69664446142237,4.8528428130782e-05,0.0020033199399844,Downregulated
LRP1,-1.90707681148347,4.88430085126976e-05,0.002012480240692,Downregulated
USP3,-1.01142686245525,4.89642066117244e-05,0.0020136529969071,Downregulated
TMEM156,-2.62744631931645,4.93016397532416e-05,0.0020236971750508,Downregulated
CHP1,-2.44866614254045,5.05262658578636e-05,0.0020700515789389,Downregulated
LOC102724135,-1.96485514223311,5.13388465907773e-05,0.0020993817605878,Downregulated
GNL3L,-4.13634489980073,5.2055126597006e-05,0.0021246710882093,Downregulated
LOC124900459,-1.9400761882797,5.24218225139607e-05,0.002135623741216,Downregulated
LOC107986558,-2.74667457910765,5.26373054447606e-05,0.0021403866112875,Downregulated
LOC105379476,-3.48743810012885,5.33019020037296e-05,0.0021593236942331,Downregulated
GSTM2,-2.95688010052262,5.37347747820835e-05,0.0021728061445403,Downregulated
LOC124902503,-2.59490452570512,5.44319670571802e-05,0.0021969065663189,Downregulated
ANK3,-1.81248084663412,5.46747341327239e-05,0.0022026107179183,Downregulated
JAK3,-1.4026420582505,5.55144283439594e-05,0.0022322968464087,Downregulated
FAM241A,-3.05007676500092,5.5666876185216e-05,0.0022342893705837,Downregulated
IRF2BP2,1.40547767588006,5.59173731916902e-05,0.0022402026595652,Upregulated
LOC124904752,-1.59706729607947,5.60807700317259e-05,0.0022426111242521,Downregulated
LOC107987396,-2.79158028416053,5.6555089818038e-05,0.0022574213608619,Downregulated
GOLGA3,-1.32751131550595,5.69851142239845e-05,0.0022704124224946,Downregulated
HELZ2,-2.77093107396056,5.71295863516799e-05,0.0022719997033706,Downregulated
LOC107985162,-1.26342049454208,5.84717669768623e-05,0.0023168904163058,Downregulated
KRT10,1.07421120175283,5.93207562201169e-05,0.0023462493635038,Upregulated
LOC645433,-3.02525556839945,5.97907729342786e-05,0.0023605397154453,Downregulated
GOLGA1,-1.11047570571349,6.00979816408566e-05,0.0023683622020863,Downregulated
ZNF490,-2.57664284155789,6.03346882853798e-05,0.0023733830098346,Downregulated
LOC124906245,-2.19043149462721,6.1081576358226e-05,0.0023965102409639,Downregulated
RN7SL1,1.58380802318552,6.11433486918125e-05,0.0023965102409639,Upregulated
TUB,1.54958621354286,6.14923846775171e-05,0.0024058480015992,Upregulated
SYT5,-2.78773402846579,6.16621876117733e-05,0.002408152413313,Downregulated
DRAM2,-1.53315539431857,6.18192113065986e-05,0.0024099503668069,Downregulated
ATR,-1.47654461540433,6.31371536324154e-05,0.0024569178386635,Downregulated
LOC112268096,-2.07570669544003,6.48619369227517e-05,0.0025162384537365,Downregulated
LOC105374510,-2.13808089660265,6.48933192452997e-05,0.0025162384537365,Downregulated
LOC107986800,-2.98910505690979,6.50369957693736e-05,0.0025173143068381,Downregulated
TAGLN2,-1.258873087867,6.52918904274837e-05,0.0025181208978153,Downregulated
NR2F6,1.76400199983191,6.5323012668188e-05,0.0025181208978153,Upregulated
CYFIP2,-2.25775896886531,6.54057376055931e-05,0.0025181208978153,Downregulated
ATP4A,-2.06574528340696,6.55902264418455e-05,0.0025207542955013,Downregulated
STK39,-3.49275774573213,6.65727788135525e-05,0.0025505259781063,Downregulated
LOC107986669,-1.84343174150417,6.65998079389477e-05,0.0025505259781063,Downregulated
PIP5K1A,-2.54062802680526,6.71609414913655e-05,0.0025674871189146,Downregulated
RRP7A,-1.21810929133851,6.87780919427322e-05,0.0026200833130605,Downregulated
PLD1,-2.83616701442338,6.92038855789634e-05,0.0026316868151692,Downregulated
MANEA,2.27955791564277,7.0392219977625e-05,0.0026721969660736,Upregulated
GUSBP14,-3.06971071232933,7.08316853309099e-05,0.0026810600844683,Downregulated
KDM4B,-2.16671278554725,7.08726392412644e-05,0.0026810600844683,Downregulated
ZNF605,-2.45697817407798,7.16231741662464e-05,0.0027047401806015,Downregulated
MS4A4E,-2.34666829355058,7.28707404709534e-05,0.002743318707882,Downregulated
PMS2P11,-2.29695317904559,7.28974345789789e-05,0.002743318707882,Downregulated
RINT1,-2.13974066583219,7.34392455867645e-05,0.002758926952718,Downregulated
GBP1,-1.93668209103427,7.3706827279616e-05,0.0027641969733153,Downregulated
PIGN,-2.20919142287797,7.38405738132162e-05,0.0027644383099658,Downregulated
XKR9,-2.5532807168031,7.43096943988033e-05,0.0027772129159649,Downregulated
TOR1AIP2,-2.01724493329908,7.4742321071386e-05,0.0027885820614159,Downregulated
FAM83A-AS1,-1.84597290233025,7.54993575275712e-05,0.002811994938857,Downregulated
NCBP3,-2.03231944435955,7.62889516869314e-05,0.0028316893964615,Downregulated
BNIP3P15,-3.00529085014065,7.71485782063269e-05,0.0028587102852767,Downregulated
ZNF782,-2.98903445879228,7.73937942146101e-05,0.0028629111543033,Downregulated
LOC124901347,-2.50298668349557,7.78313453127521e-05,0.0028742003947637,Downregulated
LOC105376718,-3.31569584894229,7.80162593008993e-05,0.0028761376136837,Downregulated
SMARCAL1,-2.40560039316269,7.85439712616049e-05,0.0028906843931771,Downregulated
DDX18,-2.63002545092161,7.98874446738037e-05,0.0029301959014307,Downregulated
ELN,-1.49860408252498,8.08432251263548e-05,0.0029602525976284,Downregulated
MIR193BHG,-2.37482984725918,8.0985450779175e-05,0.0029604681451498,Downregulated
SNRNP70,1.5381918632399,8.15881204337678e-05,0.0029774864657123,Upregulated
LOC124900548,-2.94343930100967,8.23734102535809e-05,0.0030011010574601,Downregulated
TMEM51-AS1,1.09749539058681,8.37155203610007e-05,0.0030431606999366,Upregulated
KCNK6,-2.20447530102962,8.38081467515007e-05,0.0030431606999366,Downregulated
PLEKHA5,-2.8290241646482,8.51357616338076e-05,0.0030862068916803,Downregulated
LOC124905333,1.25071903214745,8.60576720717714e-05,0.0031144271522774,Upregulated
CYCTP,-3.28878055859043,8.91618288296015e-05,0.0032160464305747,Downregulated
LOC100419967,-2.59374188531869,9.0581001947542e-05,0.0032564170137233,Downregulated
SPN,-3.04292639249109,9.28058110286016e-05,0.0033253884169555,Downregulated
HCN4,-2.64612028445615,9.34158404094516e-05,0.0033388738929421,Downregulated
CLCN3P1,-2.72391823251416,9.35294241777147e-05,0.0033388738929421,Downregulated
MAGI2,-1.52447598584331,9.36434650825165e-05,0.0033388738929421,Downregulated
LOC105376011,-4.13886917341933,9.41539994699514e-05,0.0033515736794926,Downregulated
LOC107983974,-2.55834814167684,9.53870817493378e-05,0.0033899101360149,Downregulated
MBOAT1,-2.49804719891002,9.85143545067577e-05,0.0034953279309799,Downregulated
MARCKSL1,1.62317695022261,9.93759855180117e-05,0.003520147062868,Upregulated
ZNF583,-1.7719685699801,9.98696103633739e-05,0.0035318708785509,Downregulated
C5AR2,-3.0259185843701,0.0001009690947562,0.0035649478431482,Downregulated
RASL12,-2.9635700954983,0.000101343395663,0.0035723546971234,Downregulated
LOC100131257,-1.4072362354026,0.0001017052257178,0.0035792986567855,Downregulated
FAM120C,-2.44299202870909,0.0001023137713828,0.0035948887246083,Downregulated
DTX4,-1.39883281760079,0.0001046805952135,0.0036661845878494,Downregulated
PDE4C,-1.81145227550758,0.000106683109521,0.0037281722128344,Downregulated
GRAMD2B,-2.01719993221935,0.0001067939171218,0.0037281722128344,Downregulated
UBA1,-2.33538348455338,0.0001074539963313,0.0037451943440428,Downregulated
SLC39A11,-3.52679191717739,0.0001077011645801,0.0037477934097646,Downregulated
SLC25A45,-2.0704109534302,0.000108325634021,0.0037634925074137,Downregulated
YIPF4,-2.22823263657475,0.0001089990629509,0.0037784959550021,Downregulated
FCHSD2,-1.20984373740283,0.0001091055062994,0.0037784959550021,Downregulated
FBXL20,-2.20833325699947,0.0001094145718799,0.0037831656270712,Downregulated
SPDYE17,-1.06820857151071,0.000109715437657,0.0037875373820114,Downregulated
ZNF594-DT,-1.22676836840461,0.0001103828557912,0.0038044166481865,Downregulated
NBEAL1,-3.22112400146849,0.0001105547989778,0.0038044166481865,Downregulated
IZUMO2,-2.99359696298265,0.0001111893592345,0.003820198965854,Downregulated
OGFR,-1.40447999692601,0.0001117381130829,0.0038329879739062,Downregulated
LOC124905191,-3.23154724308948,0.0001125846149801,0.0038559342739403,Downregulated
HIP1,-2.97564058572591,0.0001145530594308,0.0039171734369794,Downregulated
PARP12,-2.3428088731854,0.0001159090941719,0.0039573114321544,Downregulated
H1-5,1.79629100435183,0.0001173321184372,0.0039996069383783,Upregulated
MRPL32P2,-3.04054421841112,0.0001180473493861,0.0040176804773824,Downregulated
LOC124903300,-1.52243118455171,0.0001182805453745,0.0040193173118371,Downregulated
LOC107987100,-2.33805463878951,0.0001202339583212,0.0040793127671674,Downregulated
SFT2D2,-2.49813938649435,0.000120765118085,0.0040909419252724,Downregulated
KLRK1-AS1,-1.46441987295336,0.0001219001802385,0.0041165482328146,Downregulated
SPRYD3,1.51769142759079,0.0001253726541677,0.0042249247362293,Upregulated
BFSP2-AS1,-2.27868103998625,0.0001254985932977,0.0042249247362293,Downregulated
SCFD2,-2.33640647137032,0.0001261525190284,0.0042403650126683,Downregulated
LOC107985327,-2.6554480033559,0.0001317627094179,0.0044173121563479,Downregulated
FAM91A1,-1.40277510820072,0.0001336506284346,0.0044578951548842,Downregulated
KPNA2P3,1.54297145049844,0.0001361149223756,0.0045331279516316,Upregulated
GNG13,1.12577690168091,0.0001377847976953,0.0045779475118337,Upregulated
GABRP,-2.47210951333019,0.0001378823649599,0.0045779475118337,Downregulated
LOC124901386,-1.96820964187432,0.0001412271012083,0.004681840115479,Downregulated
CDCA7L,-2.16050450317449,0.0001416937078374,0.004690148128022,Downregulated
LOC100130256,-1.19500433991467,0.0001420988081616,0.0046963980523936,Downregulated
LOC107984791,-3.02459447306156,0.0001431764170867,0.0047248217638642,Downregulated
TOR1AIP1,-1.13202165623001,0.0001466349852363,0.00483161163797,Downregulated
COL14A1,-3.24003243045151,0.0001495011251989,0.0049185870190462,Downregulated
TMEM104,-3.29711235222593,0.0001497994509602,0.0049209459578677,Downregulated
PPIAP91,-1.0702122164859,0.0001509538060537,0.004951376049321,Downregulated
KREMEN1,-3.45414244614197,0.0001521863787748,0.004984276061414,Downregulated
LINC01362,1.59935331606746,0.0001524527711141,0.0049854811324876,Upregulated
LOC100421401,-1.26035248133284,0.0001547372685636,0.0050525790219429,Downregulated
ZNF554,-2.41735282798612,0.0001553964663384,0.0050664847899004,Downregulated
PRPH,-2.16358749143194,0.0001568969391952,0.0050924665735224,Downregulated
RNF7,-2.36122358074542,0.0001584297993012,0.0051345442716838,Downregulated
NFATC4,-2.60935454803012,0.0001586697775587,0.0051346580475553,Downregulated
PNPLA7,-3.24095961294468,0.0001599550448677,0.00516854738729,Downregulated
ZSWIM9,-1.91094584281914,0.0001602954681496,0.0051718511075817,Downregulated
FUT10,-3.35088858192711,0.0001630327891277,0.0052523649601201,Downregulated
MRI1,-1.75428400845396,0.0001642448337345,0.0052835738069809,Downregulated
LOC105370733,-2.68448062149398,0.0001658044969468,0.0053258562821071,Downregulated
LOC124900992,-1.35688436951918,0.0001665457467845,0.0053417641738253,Downregulated
SMC3,-1.02380667518862,0.0001682908990837,0.0053880967057073,Downregulated
IGSF3P2,1.3065650231538,0.0001686461965597,0.0053880967057073,Upregulated
ACBD3,-2.28135480647069,0.0001700215842461,0.0054212168580335,Downregulated
ARHGAP26,-2.46249375473983,0.0001708190120295,0.0054386569313936,Downregulated
CYP2G2P,-3.35401460949234,0.0001712763064175,0.0054452323829432,Downregulated
ZNF431,-2.36117510875262,0.0001715519086623,0.0054460206793782,Downregulated
TDRKH,-1.21378525200458,0.0001721856857455,0.0054581605551517,Downregulated
LOC124901803,-1.82428894068633,0.0001760146711376,0.0055714031619298,Downregulated
CDC42BPG,-3.77436684576453,0.000176318865422,0.0055729080695391,Downregulated
ZBTB37,-1.49985301384588,0.0001787146806117,0.0056404223470985,Downregulated
LOC124902686,-1.61527593083908,0.0001791754820192,0.0056404938265296,Downregulated
TRG-GCC2-1,-2.61142624613892,0.000179236471415,0.0056404938265296,Downregulated
ERRFI1-DT,-2.21015098029205,0.0001803482470644,0.005662260471495,Downregulated
UBXN2A,-1.43083726401393,0.0001804496751531,0.005662260471495,Downregulated
EPHB3,-2.64613343469778,0.0001814266486549,0.0056847016578544,Downregulated
TRNC,2.16497425999988,0.0001853503592415,0.0057992762256067,Upregulated
ACOX3,-2.10530624655858,0.0001867787925722,0.0058355607221787,Downregulated
HOXC-AS3,-3.52356125383904,0.0001873532600238,0.0058450986898832,Downregulated
